bins	hetionet	perm_1	perm_2	perm_150
0.42	0.20433268697483353	0.32109422238902413	0.3409019828610743	0.33673192802485324
0.43	0.21580033777444155	0.3773899626780089	0.32109422238902413	0.3951126957319485
0.44	0.21997039261066265	0.33568941431579796	0.3190091949709136	0.29190383853547647
0.45	0.27105356435437106	0.2981589207898081	0.39407018202289323	0.35549717478784815
0.46	0.19286503617522552	0.2533308313004314	0.225182961155939	0.21684285148349683
0.47000000000000003	0.26479848210004087	0.332561873188634	0.30441400304414146	0.35445466107879486
0.48	0.16575967973978842	0.24186318050082337	0.3044140030441398	0.27522361919059213
0.49	0.19703509101144662	0.2866912699902001	0.305456516753195	0.370092366714622
0.5	0.1918225224661703	0.3325618731886321	0.2679260232272052	0.3033714893350845
0.51	0.19912011842955715	0.2762661328996474	0.31692416755280306	0.25645837242759717
0.52	0.16784470715789898	0.23769312566460227	0.24707574904609972	0.2679260232272052
0.53	0.1834824127937281	0.2616709409728736	0.2804361877358685	0.28460624257208955
0.54	0.1709722482850648	0.20537520068388881	0.23143804341027066	0.2616709409728736
0.55	0.15637705635829097	0.25645837242759717	0.23248055711932594	0.25020329017326554
0.56	0.17826984424845171	0.32317924980713464	0.2679260232272052	0.2762661328996474
0.5700000000000001	0.1303142136319106	0.1918225224661724	0.20954525552011222	0.21475782406538865
0.58	0.1553345426492357	0.20224765955672297	0.23039552970121538	0.20016263213861243
0.59	0.1876524676299492	0.225182961155939	0.2293530159921601	0.27105356435437106
0.6	0.10320885719647203	0.23143804341027066	0.21892787890160736	0.24082066679176808
0.61	0.16054711119451207	0.21892787890160736	0.26688350951814993	0.17409978941223062
0.62	0.15741957006734625	0.20329017326577825	0.21163028293822045	0.16784470715789898
0.63	0.1553345426492357	0.22101290631971793	0.1980776047205019	0.18139738537561753
0.64	0.1751423031212859	0.23248055711932594	0.17201476199412008	0.21580033777444155
0.65	0.0938262338149746	0.16054711119451207	0.179312357957507	0.16888722086695424
0.66	0.15012197410395933	0.18869498133900445	0.190780008757115	0.20537520068388881
0.67	0.14178186443151714	0.18556744021183863	0.1918225224661703	0.20120514584766772
0.68	0.1522070015220699	0.21580033777444155	0.1751423031212859	0.179312357957507
0.6900000000000001	0.11467650799608005	0.1396968370134066	0.14699443297679352	0.16471716603073316
0.7000000000000001	0.16680219344884556	0.17826984424845368	0.17931235795750897	0.14699443297679515
0.71	0.10737891203269313	0.12197410395946695	0.13239924105001968	0.14282437814057242
0.72	0.11050645315985896	0.1595045974854568	0.17826984424845171	0.16054711119451207
0.73	0.14282437814057242	0.14282437814057242	0.18035487166656225	0.15429202894018043
0.74	0.10737891203269313	0.16992973457600952	0.1595045974854568	0.17409978941223062
0.75	0.10425137090552732	0.15429202894018043	0.16054711119451207	0.16054711119451207
0.76	0.10320885719647203	0.15324951523112515	0.10737891203269313	0.0896561789787535
0.77	0.0969537749421404	0.17409978941223062	0.14699443297679352	0.16575967973978842
0.78	0.11571902170513533	0.14178186443151714	0.14073935072246188	0.11050645315985896
0.79	0.1198890765413564	0.14595191926773823	0.1396968370134066	0.15846208377640153
0.8	0.10216634348741677	0.10320885719647203	0.0969537749421404	0.13656929588624078
0.81	0.1198890765413564	0.14073935072246188	0.14073935072246188	0.09591126123308515
0.8200000000000001	0.1240591313775775	0.11363399428702478	0.11780404912324585	0.11780404912324585
0.8300000000000001	0.07923104188820164	0.1376118095952976	0.15220700152207156	0.11676153541419189
0.84	0.07923104188820076	0.0938262338149746	0.10529388461458258	0.09903880236025095
0.85	0.12614415879568805	0.1167615354141906	0.11154896686891423	0.10633639832363787
0.86	0.1167615354141906	0.1167615354141906	0.1240591313775775	0.11467650799608005
0.87	0.14282437814057242	0.07297595963386912	0.09591126123308515	0.09174120639686405
0.88	0.0854861241425324	0.10008131606930622	0.08340109672442185	0.09174120639686405
0.89	0.0969537749421404	0.08757115156064295	0.10320885719647203	0.08444361043347712
0.9	0.11571902170513533	0.09174120639686405	0.08861366526969822	0.09799628865119567
0.91	0.10216634348741677	0.07714601447009022	0.0698484185067033	0.0698484185067033
0.92	0.10320885719647203	0.07923104188820076	0.06776339108859276	0.07610350076103495
0.93	0.1167615354141906	0.09069869268780877	0.09174120639686405	0.09591126123308515
0.9400000000000001	0.08757115156064295	0.08444361043347712	0.0854861241425324	0.08340109672442185
0.9500000000000001	0.09903880236025205	0.06984841850670408	0.07089093221575936	0.06463584996142765
0.96	0.11050645315985896	0.07610350076103495	0.06880590479764803	0.0698484185067033
0.97	0.10425137090552732	0.06567836367048221	0.0740184733429244	0.06776339108859276
0.98	0.1595045974854568	0.05421071287087421	0.0813160693063113	0.07818852817914548
0.99	68.83613769521064	63.330622797689735	63.61210149913465	63.50576510081102
