position	identifier	name
53	GO:0000777	condensed chromosome kinetochore
54	GO:0000778	condensed nuclear chromosome kinetochore
55	GO:0000779	condensed chromosome, centromeric region
56	GO:0000780	condensed nuclear chromosome, centromeric region
57	GO:0000781	chromosome, telomeric region
58	GO:0000782	telomere cap complex
59	GO:0000783	nuclear telomere cap complex
60	GO:0000784	nuclear chromosome, telomeric region
61	GO:0000785	chromatin
62	GO:0000786	nucleosome
63	GO:0000788	nuclear nucleosome
64	GO:0000790	nuclear chromatin
65	GO:0000791	euchromatin
66	GO:0000792	heterochromatin
67	GO:0000793	condensed chromosome
68	GO:0000794	condensed nuclear chromosome
69	GO:0000795	synaptonemal complex
70	GO:0000796	condensin complex
71	GO:0000798	nuclear cohesin complex
72	GO:0000799	nuclear condensin complex
73	GO:0000800	lateral element
74	GO:0000801	central element
75	GO:0000802	transverse filament
76	GO:0000803	sex chromosome
77	GO:0000805	X chromosome
78	GO:0000806	Y chromosome
79	GO:0000808	origin recognition complex
80	GO:0000811	GINS complex
81	GO:0000812	Swr1 complex
82	GO:0000813	ESCRT I complex
83	GO:0000814	ESCRT II complex
84	GO:0000815	ESCRT III complex
85	GO:0000835	ER ubiquitin ligase complex
86	GO:0000836	Hrd1p ubiquitin ligase complex
87	GO:0000922	spindle pole
88	GO:0000923	equatorial microtubule organizing center
89	GO:0000930	gamma-tubulin complex
90	GO:0000931	gamma-tubulin large complex
91	GO:0000932	cytoplasmic mRNA processing body
92	GO:0000938	GARP complex
93	GO:0000939	condensed chromosome inner kinetochore
94	GO:0000940	condensed chromosome outer kinetochore
95	GO:0000942	condensed nuclear chromosome outer kinetochore
96	GO:0000974	Prp19 complex
97	GO:0001518	voltage-gated sodium channel complex
98	GO:0001520	outer dense fiber
99	GO:0001527	microfibril
100	GO:0001533	cornified envelope
101	GO:0001650	fibrillar center
102	GO:0001651	dense fibrillar component
103	GO:0001652	granular component
104	GO:0001669	acrosomal vesicle
105	GO:0001673	male germ cell nucleus
106	GO:0001674	female germ cell nucleus
107	GO:0001725	stress fiber
108	GO:0001726	ruffle
109	GO:0001739	sex chromatin
110	GO:0001740	Barr body
111	GO:0001741	XY body
112	GO:0001750	photoreceptor outer segment
113	GO:0001772	immunological synapse
114	GO:0001891	phagocytic cup
115	GO:0001917	photoreceptor inner segment
116	GO:0001931	uropod
117	GO:0001939	female pronucleus
118	GO:0001940	male pronucleus
119	GO:0002079	inner acrosomal membrane
120	GO:0002080	acrosomal membrane
121	GO:0002081	outer acrosomal membrane
122	GO:0002102	podosome
123	GO:0002116	semaphorin receptor complex
124	GO:0002133	polycystin complex
125	GO:0002139	stereocilia coupling link
126	GO:0002141	stereocilia ankle link
127	GO:0002142	stereocilia ankle link complex
128	GO:0002177	manchette
129	GO:0002178	palmitoyltransferase complex
130	GO:0002189	ribose phosphate diphosphokinase complex
131	GO:0002193	MAML1-RBP-Jkappa- ICN1 complex
132	GO:0002199	zona pellucida receptor complex
133	GO:0002944	cyclin K-CDK12 complex
134	GO:0002945	cyclin K-CDK13 complex
135	GO:0005577	fibrinogen complex
136	GO:0005578	proteinaceous extracellular matrix
137	GO:0005579	membrane attack complex
138	GO:0005581	collagen trimer
139	GO:0005583	fibrillar collagen trimer
140	GO:0005584	collagen type I trimer
141	GO:0005587	collagen type IV trimer
142	GO:0005588	collagen type V trimer
143	GO:0005589	collagen type VI trimer
144	GO:0005592	collagen type XI trimer
145	GO:0005593	FACIT collagen trimer
146	GO:0005594	collagen type IX trimer
147	GO:0005602	complement component C1 complex
148	GO:0005604	basement membrane
149	GO:0005605	basal lamina
150	GO:0005606	laminin-1 complex
151	GO:0005607	laminin-2 complex
152	GO:0005608	laminin-3 complex
153	GO:0005610	laminin-5 complex
154	GO:0005614	interstitial matrix
155	GO:0005618	cell wall
156	GO:0005635	nuclear envelope
157	GO:0005637	nuclear inner membrane
158	GO:0005638	lamin filament
159	GO:0005639	integral component of nuclear inner membrane
160	GO:0005640	nuclear outer membrane
161	GO:0005641	nuclear envelope lumen
162	GO:0005642	annulate lamellae
163	GO:0005643	nuclear pore
164	GO:0005652	nuclear lamina
165	GO:0005655	nucleolar ribonuclease P complex
166	GO:0005657	replication fork
167	GO:0005658	alpha DNA polymerase:primase complex
168	GO:0005662	DNA replication factor A complex
169	GO:0005663	DNA replication factor C complex
170	GO:0005664	nuclear origin of replication recognition complex
171	GO:0005665	DNA-directed RNA polymerase II, core complex
172	GO:0005666	DNA-directed RNA polymerase III complex
173	GO:0005667	transcription factor complex
174	GO:0005668	RNA polymerase transcription factor SL1 complex
175	GO:0005669	transcription factor TFIID complex
176	GO:0005671	Ada2/Gcn5/Ada3 transcription activator complex
177	GO:0005672	transcription factor TFIIA complex
178	GO:0005674	transcription factor TFIIF complex
179	GO:0005675	holo TFIIH complex
180	GO:0005677	chromatin silencing complex
181	GO:0005680	anaphase-promoting complex
182	GO:0005681	spliceosomal complex
183	GO:0005682	U5 snRNP
184	GO:0005683	U7 snRNP
185	GO:0005684	U2-type spliceosomal complex
186	GO:0005685	U1 snRNP
187	GO:0005686	U2 snRNP
188	GO:0005687	U4 snRNP
189	GO:0005688	U6 snRNP
190	GO:0005689	U12-type spliceosomal complex
191	GO:0005694	chromosome
192	GO:0005697	telomerase holoenzyme complex
193	GO:0005712	chiasma
194	GO:0005719	nuclear euchromatin
195	GO:0005720	nuclear heterochromatin
196	GO:0005721	pericentric heterochromatin
197	GO:0005724	nuclear telomeric heterochromatin
198	GO:0005726	perichromatin fibrils
199	GO:0005730	nucleolus
200	GO:0005732	small nucleolar ribonucleoprotein complex
201	GO:0005736	DNA-directed RNA polymerase I complex
202	GO:0005740	mitochondrial envelope
203	GO:0005741	mitochondrial outer membrane
204	GO:0005742	mitochondrial outer membrane translocase complex
205	GO:0005743	mitochondrial inner membrane
206	GO:0005744	mitochondrial inner membrane presequence translocase complex
207	GO:0005746	mitochondrial respiratory chain
208	GO:0005747	mitochondrial respiratory chain complex I
209	GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)
210	GO:0005750	mitochondrial respiratory chain complex III
211	GO:0005751	mitochondrial respiratory chain complex IV
212	GO:0005753	mitochondrial proton-transporting ATP synthase complex
213	GO:0005758	mitochondrial intermembrane space
214	GO:0005759	mitochondrial matrix
215	GO:0005760	gamma DNA polymerase complex
216	GO:0005761	mitochondrial ribosome
217	GO:0005762	mitochondrial large ribosomal subunit
218	GO:0005763	mitochondrial small ribosomal subunit
219	GO:0005764	lysosome
220	GO:0005765	lysosomal membrane
221	GO:0005766	primary lysosome
222	GO:0005767	secondary lysosome
223	GO:0005768	endosome
224	GO:0005769	early endosome
225	GO:0005770	late endosome
226	GO:0005771	multivesicular body
227	GO:0005773	vacuole
228	GO:0005774	vacuolar membrane
229	GO:0005775	vacuolar lumen
230	GO:0005776	autophagosome
231	GO:0005777	peroxisome
232	GO:0005778	peroxisomal membrane
233	GO:0005779	integral component of peroxisomal membrane
234	GO:0005782	peroxisomal matrix
235	GO:0005784	Sec61 translocon complex
236	GO:0005785	signal recognition particle receptor complex
237	GO:0005786	signal recognition particle, endoplasmic reticulum targeting
238	GO:0005787	signal peptidase complex
239	GO:0005788	endoplasmic reticulum lumen
240	GO:0005789	endoplasmic reticulum membrane
241	GO:0005790	smooth endoplasmic reticulum
242	GO:0005791	rough endoplasmic reticulum
243	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment
244	GO:0005795	Golgi stack
245	GO:0005796	Golgi lumen
246	GO:0005797	Golgi medial cisterna
247	GO:0005798	Golgi-associated vesicle
248	GO:0005801	cis-Golgi network
249	GO:0005802	trans-Golgi network
250	GO:0005811	lipid particle
251	GO:0005813	centrosome
252	GO:0005814	centriole
253	GO:0005815	microtubule organizing center
254	GO:0005818	aster
255	GO:0005819	spindle
256	GO:0005826	actomyosin contractile ring
257	GO:0005827	polar microtubule
258	GO:0005828	kinetochore microtubule
259	GO:0005832	chaperonin-containing T-complex
260	GO:0005833	hemoglobin complex
261	GO:0005834	heterotrimeric G-protein complex
262	GO:0005838	proteasome regulatory particle
263	GO:0005839	proteasome core complex
264	GO:0005840	ribosome
265	GO:0005844	polysome
266	GO:0005845	mRNA cap binding complex
267	GO:0005846	nuclear cap binding complex
268	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex
269	GO:0005849	mRNA cleavage factor complex
270	GO:0005850	eukaryotic translation initiation factor 2 complex
271	GO:0005851	eukaryotic translation initiation factor 2B complex
272	GO:0005852	eukaryotic translation initiation factor 3 complex
273	GO:0005853	eukaryotic translation elongation factor 1 complex
274	GO:0005858	axonemal dynein complex
275	GO:0005859	muscle myosin complex
276	GO:0005861	troponin complex
277	GO:0005862	muscle thin filament tropomyosin
278	GO:0005863	striated muscle myosin thick filament
279	GO:0005865	striated muscle thin filament
280	GO:0005868	cytoplasmic dynein complex
281	GO:0005869	dynactin complex
282	GO:0005871	kinesin complex
283	GO:0005873	plus-end kinesin complex
284	GO:0005874	microtubule
285	GO:0005875	microtubule associated complex
286	GO:0005876	spindle microtubule
287	GO:0005879	axonemal microtubule
288	GO:0005881	cytoplasmic microtubule
289	GO:0005882	intermediate filament
290	GO:0005883	neurofilament
291	GO:0005884	actin filament
292	GO:0005885	Arp2/3 protein complex
293	GO:0005889	hydrogen:potassium-exchanging ATPase complex
294	GO:0005890	sodium:potassium-exchanging ATPase complex
295	GO:0005891	voltage-gated calcium channel complex
296	GO:0005892	acetylcholine-gated channel complex
297	GO:0005896	interleukin-6 receptor complex
298	GO:0005899	insulin receptor complex
299	GO:0005900	oncostatin-M receptor complex
300	GO:0005901	caveola
301	GO:0005902	microvillus
302	GO:0005903	brush border
303	GO:0005905	coated pit
304	GO:0005911	cell-cell junction
305	GO:0005912	adherens junction
306	GO:0005913	cell-cell adherens junction
307	GO:0005915	zonula adherens
308	GO:0005916	fascia adherens
309	GO:0005921	gap junction
310	GO:0005922	connexon complex
311	GO:0005923	bicellular tight junction
312	GO:0005924	cell-substrate adherens junction
313	GO:0005925	focal adhesion
314	GO:0005927	muscle tendon junction
315	GO:0005929	cilium
316	GO:0005930	axoneme
317	GO:0005938	cell cortex
318	GO:0005942	phosphatidylinositol 3-kinase complex
319	GO:0005943	phosphatidylinositol 3-kinase complex, class IA
320	GO:0005944	phosphatidylinositol 3-kinase complex, class IB
321	GO:0005945	6-phosphofructokinase complex
322	GO:0005947	mitochondrial alpha-ketoglutarate dehydrogenase complex
323	GO:0005952	cAMP-dependent protein kinase complex
324	GO:0005953	CAAX-protein geranylgeranyltransferase complex
325	GO:0005955	calcineurin complex
326	GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex
327	GO:0005960	glycine cleavage complex
328	GO:0005964	phosphorylase kinase complex
329	GO:0005965	protein farnesyltransferase complex
330	GO:0005967	mitochondrial pyruvate dehydrogenase complex
331	GO:0005968	Rab-protein geranylgeranyltransferase complex
332	GO:0005971	ribonucleoside-diphosphate reductase complex
333	GO:0008021	synaptic vesicle
334	GO:0008023	transcription elongation factor complex
335	GO:0008024	positive transcription elongation factor complex b
336	GO:0008043	intracellular ferritin complex
337	GO:0008074	guanylate cyclase complex, soluble
338	GO:0008076	voltage-gated potassium channel complex
339	GO:0008091	spectrin
340	GO:0008180	COP9 signalosome
341	GO:0008250	oligosaccharyltransferase complex
342	GO:0008274	gamma-tubulin ring complex
343	GO:0008275	gamma-tubulin small complex
344	GO:0008278	cohesin complex
345	GO:0008280	cohesin core heterodimer
346	GO:0008282	ATP-sensitive potassium channel complex
347	GO:0008287	protein serine/threonine phosphatase complex
348	GO:0008290	F-actin capping protein complex
349	GO:0008305	integrin complex
350	GO:0008328	ionotropic glutamate receptor complex
351	GO:0008385	IkappaB kinase complex
352	GO:0008537	proteasome activator complex
353	GO:0008540	proteasome regulatory particle, base subcomplex
354	GO:0008541	proteasome regulatory particle, lid subcomplex
355	GO:0008622	epsilon DNA polymerase complex
356	GO:0008623	CHRAC
357	GO:0009279	cell outer membrane
358	GO:0009295	nucleoid
359	GO:0009328	phenylalanine-tRNA ligase complex
360	GO:0009331	glycerol-3-phosphate dehydrogenase complex
361	GO:0009368	endopeptidase Clp complex
362	GO:0009897	external side of plasma membrane
363	GO:0009898	cytoplasmic side of plasma membrane
364	GO:0009925	basal plasma membrane
365	GO:0009986	cell surface
366	GO:0010008	endosome membrane
367	GO:0010009	cytoplasmic side of endosome membrane
368	GO:0010369	chromocenter
369	GO:0010370	perinucleolar chromocenter
370	GO:0010494	cytoplasmic stress granule
371	GO:0012506	vesicle membrane
372	GO:0012507	ER to Golgi transport vesicle membrane
373	GO:0012510	trans-Golgi network transport vesicle membrane
374	GO:0014069	postsynaptic density
375	GO:0014701	junctional sarcoplasmic reticulum membrane
376	GO:0014704	intercalated disc
377	GO:0014731	spectrin-associated cytoskeleton
378	GO:0014801	longitudinal sarcoplasmic reticulum
379	GO:0014802	terminal cisterna
380	GO:0015030	Cajal body
381	GO:0015629	actin cytoskeleton
382	GO:0015934	large ribosomal subunit
383	GO:0015935	small ribosomal subunit
384	GO:0016010	dystrophin-associated glycoprotein complex
385	GO:0016011	dystroglycan complex
386	GO:0016012	sarcoglycan complex
387	GO:0016013	syntrophin complex
388	GO:0016035	zeta DNA polymerase complex
389	GO:0016222	procollagen-proline 4-dioxygenase complex
390	GO:0016234	inclusion body
391	GO:0016235	aggresome
392	GO:0016272	prefoldin complex
393	GO:0016281	eukaryotic translation initiation factor 4F complex
394	GO:0016282	eukaryotic 43S preinitiation complex
395	GO:0016323	basolateral plasma membrane
396	GO:0016324	apical plasma membrane
397	GO:0016327	apicolateral plasma membrane
398	GO:0016328	lateral plasma membrane
399	GO:0016342	catenin complex
400	GO:0016363	nuclear matrix
401	GO:0016442	RISC complex
402	GO:0016459	myosin complex
403	GO:0016460	myosin II complex
404	GO:0016461	unconventional myosin complex
405	GO:0016469	proton-transporting two-sector ATPase complex
406	GO:0016471	vacuolar proton-transporting V-type ATPase complex
407	GO:0016514	SWI/SNF complex
408	GO:0016528	sarcoplasm
409	GO:0016529	sarcoplasmic reticulum
410	GO:0016533	cyclin-dependent protein kinase 5 holoenzyme complex
411	GO:0016580	Sin3 complex
412	GO:0016581	NuRD complex
413	GO:0016589	NURF complex
414	GO:0016591	DNA-directed RNA polymerase II, holoenzyme
415	GO:0016592	mediator complex
416	GO:0016593	Cdc73/Paf1 complex
417	GO:0016600	flotillin complex
418	GO:0016602	CCAAT-binding factor complex
419	GO:0016604	nuclear body
420	GO:0016605	PML body
421	GO:0016607	nuclear speck
422	GO:0016935	glycine-gated chloride channel complex
423	GO:0016939	kinesin II complex
424	GO:0016942	insulin-like growth factor binding protein complex
425	GO:0017053	transcriptional repressor complex
426	GO:0017059	serine C-palmitoyltransferase complex
427	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
428	GO:0017109	glutamate-cysteine ligase complex
429	GO:0017119	Golgi transport complex
430	GO:0017146	NMDA selective glutamate receptor complex
431	GO:0018444	translation release factor complex
432	GO:0018995	host
433	GO:0019005	SCF ubiquitin ligase complex
434	GO:0019008	molybdopterin synthase complex
435	GO:0019012	virion
436	GO:0019031	viral envelope
437	GO:0019773	proteasome core complex, alpha-subunit complex
438	GO:0019814	immunoglobulin complex
439	GO:0019815	B cell receptor complex
440	GO:0019866	organelle inner membrane
441	GO:0019867	outer membrane
442	GO:0019897	extrinsic component of plasma membrane
443	GO:0019898	extrinsic component of membrane
444	GO:0019907	cyclin-dependent protein kinase activating kinase holoenzyme complex
445	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex
446	GO:0020016	ciliary pocket
447	GO:0020018	ciliary pocket membrane
448	GO:0022624	proteasome accessory complex
449	GO:0022625	cytosolic large ribosomal subunit
450	GO:0022626	cytosolic ribosome
451	GO:0022627	cytosolic small ribosomal subunit
452	GO:0030008	TRAPP complex
453	GO:0030014	CCR4-NOT complex
454	GO:0030015	CCR4-NOT core complex
455	GO:0030016	myofibril
456	GO:0030017	sarcomere
457	GO:0030018	Z disc
458	GO:0030027	lamellipodium
459	GO:0030055	cell-substrate junction
460	GO:0030056	hemidesmosome
461	GO:0030057	desmosome
462	GO:0030061	mitochondrial crista
463	GO:0030062	mitochondrial tricarboxylic acid cycle enzyme complex
464	GO:0030112	glycocalyx
465	GO:0030117	membrane coat
466	GO:0030118	clathrin coat
467	GO:0030119	AP-type membrane coat adaptor complex
468	GO:0030120	vesicle coat
469	GO:0030121	AP-1 adaptor complex
470	GO:0030122	AP-2 adaptor complex
471	GO:0030123	AP-3 adaptor complex
472	GO:0030125	clathrin vesicle coat
473	GO:0030126	COPI vesicle coat
474	GO:0030127	COPII vesicle coat
475	GO:0030128	clathrin coat of endocytic vesicle
476	GO:0030130	clathrin coat of trans-Golgi network vesicle
477	GO:0030131	clathrin adaptor complex
478	GO:0030132	clathrin coat of coated pit
479	GO:0030133	transport vesicle
480	GO:0030134	ER to Golgi transport vesicle
481	GO:0030135	coated vesicle
482	GO:0030136	clathrin-coated vesicle
483	GO:0030137	COPI-coated vesicle
484	GO:0030139	endocytic vesicle
485	GO:0030140	trans-Golgi network transport vesicle
486	GO:0030141	secretory granule
487	GO:0030173	integral component of Golgi membrane
488	GO:0030175	filopodium
489	GO:0030176	integral component of endoplasmic reticulum membrane
490	GO:0030285	integral component of synaptic vesicle membrane
491	GO:0030286	dynein complex
492	GO:0030289	protein phosphatase 4 complex
493	GO:0030312	external encapsulating structure
494	GO:0030313	cell envelope
495	GO:0030314	junctional membrane complex
496	GO:0030315	T-tubule
497	GO:0030424	axon
498	GO:0030425	dendrite
499	GO:0030426	growth cone
500	GO:0030427	site of polarized growth
501	GO:0030430	host cell cytoplasm
502	GO:0030478	actin cap
503	GO:0030485	smooth muscle contractile fiber
504	GO:0030496	midbody
505	GO:0030529	intracellular ribonucleoprotein complex
506	GO:0030532	small nuclear ribonucleoprotein complex
507	GO:0030658	transport vesicle membrane
508	GO:0030659	cytoplasmic vesicle membrane
509	GO:0030660	Golgi-associated vesicle membrane
510	GO:0030662	coated vesicle membrane
511	GO:0030663	COPI-coated vesicle membrane
512	GO:0030665	clathrin-coated vesicle membrane
513	GO:0030666	endocytic vesicle membrane
514	GO:0030667	secretory granule membrane
515	GO:0030669	clathrin-coated endocytic vesicle membrane
516	GO:0030670	phagocytic vesicle membrane
517	GO:0030672	synaptic vesicle membrane
518	GO:0030673	axolemma
519	GO:0030677	ribonuclease P complex
520	GO:0030681	multimeric ribonuclease P complex
521	GO:0030684	preribosome
522	GO:0030686	90S preribosome
523	GO:0030687	preribosome, large subunit precursor
524	GO:0030688	preribosome, small subunit precursor
525	GO:0030689	Noc complex
526	GO:0030692	Noc4p-Nop14p complex
527	GO:0030849	autosome
528	GO:0030863	cortical cytoskeleton
529	GO:0030864	cortical actin cytoskeleton
530	GO:0030867	rough endoplasmic reticulum membrane
531	GO:0030868	smooth endoplasmic reticulum membrane
532	GO:0030870	Mre11 complex
533	GO:0030877	beta-catenin destruction complex
534	GO:0030880	RNA polymerase complex
535	GO:0030891	VCB complex
536	GO:0030892	mitotic cohesin complex
537	GO:0030893	meiotic cohesin complex
538	GO:0030894	replisome
539	GO:0030895	apolipoprotein B mRNA editing enzyme complex
540	GO:0030896	checkpoint clamp complex
541	GO:0030897	HOPS complex
542	GO:0030904	retromer complex
543	GO:0030905	retromer, tubulation complex
544	GO:0030906	retromer, cargo-selective complex
545	GO:0030914	STAGA complex
546	GO:0030915	Smc5-Smc6 complex
547	GO:0030934	anchoring collagen complex
548	GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex
549	GO:0030964	NADH dehydrogenase complex
550	GO:0030981	cortical microtubule cytoskeleton
551	GO:0030990	intraciliary transport particle
552	GO:0030991	intraciliary transport particle A
553	GO:0030992	intraciliary transport particle B
554	GO:0031010	ISWI-type complex
555	GO:0031011	Ino80 complex
556	GO:0031012	extracellular matrix
557	GO:0031045	dense core granule
558	GO:0031074	nucleocytoplasmic shuttling complex
559	GO:0031080	nuclear pore outer ring
560	GO:0031082	BLOC complex
561	GO:0031083	BLOC-1 complex
562	GO:0031084	BLOC-2 complex
563	GO:0031085	BLOC-3 complex
564	GO:0031088	platelet dense granule membrane
565	GO:0031091	platelet alpha granule
566	GO:0031092	platelet alpha granule membrane
567	GO:0031093	platelet alpha granule lumen
568	GO:0031094	platelet dense tubular network
569	GO:0031095	platelet dense tubular network membrane
570	GO:0031105	septin complex
571	GO:0031143	pseudopodium
572	GO:0031201	SNARE complex
573	GO:0031205	endoplasmic reticulum Sec complex
574	GO:0031209	SCAR complex
575	GO:0031211	endoplasmic reticulum palmitoyltransferase complex
576	GO:0031213	RSF complex
577	GO:0031225	anchored component of membrane
578	GO:0031227	intrinsic component of endoplasmic reticulum membrane
579	GO:0031228	intrinsic component of Golgi membrane
580	GO:0031229	intrinsic component of nuclear inner membrane
581	GO:0031230	intrinsic component of cell outer membrane
582	GO:0031231	intrinsic component of peroxisomal membrane
583	GO:0031232	extrinsic component of external side of plasma membrane
584	GO:0031233	intrinsic component of external side of plasma membrane
585	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane
586	GO:0031235	intrinsic component of the cytoplasmic side of the plasma membrane
587	GO:0031248	protein acetyltransferase complex
588	GO:0031251	PAN complex
589	GO:0031252	cell leading edge
590	GO:0031253	cell projection membrane
591	GO:0031254	cell trailing edge
592	GO:0031256	leading edge membrane
593	GO:0031258	lamellipodium membrane
594	GO:0031261	DNA replication preinitiation complex
595	GO:0031262	Ndc80 complex
596	GO:0031264	death-inducing signaling complex
597	GO:0031265	CD95 death-inducing signaling complex
598	GO:0031298	replication fork protection complex
599	GO:0031300	intrinsic component of organelle membrane
600	GO:0031301	integral component of organelle membrane
601	GO:0031304	intrinsic component of mitochondrial inner membrane
602	GO:0031305	integral component of mitochondrial inner membrane
603	GO:0031306	intrinsic component of mitochondrial outer membrane
604	GO:0031307	integral component of mitochondrial outer membrane
605	GO:0031312	extrinsic component of organelle membrane
606	GO:0031313	extrinsic component of endosome membrane
607	GO:0031314	extrinsic component of mitochondrial inner membrane
608	GO:0031315	extrinsic component of mitochondrial outer membrane
609	GO:0031332	RNAi effector complex
610	GO:0031362	anchored component of external side of plasma membrane
611	GO:0031371	ubiquitin conjugating enzyme complex
612	GO:0031372	UBC13-MMS2 complex
613	GO:0031379	RNA-directed RNA polymerase complex
614	GO:0031414	N-terminal protein acetyltransferase complex
615	GO:0031415	NatA complex
616	GO:0031416	NatB complex
617	GO:0031417	NatC complex
618	GO:0031428	box C/D snoRNP complex
619	GO:0031429	box H/ACA snoRNP complex
620	GO:0031430	M band
621	GO:0031436	BRCA1-BARD1 complex
622	GO:0031461	cullin-RING ubiquitin ligase complex
623	GO:0031462	Cul2-RING ubiquitin ligase complex
624	GO:0031463	Cul3-RING ubiquitin ligase complex
625	GO:0031464	Cul4A-RING E3 ubiquitin ligase complex
626	GO:0031465	Cul4B-RING E3 ubiquitin ligase complex
627	GO:0031466	Cul5-RING ubiquitin ligase complex
628	GO:0031467	Cul7-RING ubiquitin ligase complex
629	GO:0031501	mannosyltransferase complex
630	GO:0031502	dolichyl-phosphate-mannose-protein mannosyltransferase complex
631	GO:0031510	SUMO activating enzyme complex
632	GO:0031512	motile primary cilium
633	GO:0031513	nonmotile primary cilium
634	GO:0031514	motile cilium
635	GO:0031515	tRNA (m1A) methyltransferase complex
636	GO:0031519	PcG protein complex
637	GO:0031523	Myb complex
638	GO:0031526	brush border membrane
639	GO:0031527	filopodium membrane
640	GO:0031528	microvillus membrane
641	GO:0031588	nucleotide-activated protein kinase complex
642	GO:0031594	neuromuscular junction
643	GO:0031595	nuclear proteasome complex
644	GO:0031597	cytosolic proteasome complex
645	GO:0031616	spindle pole centrosome
646	GO:0031618	nuclear pericentric heterochromatin
647	GO:0031672	A band
648	GO:0031673	H zone
649	GO:0031674	I band
650	GO:0031838	haptoglobin-hemoglobin complex
651	GO:0031901	early endosome membrane
652	GO:0031902	late endosome membrane
653	GO:0031903	microbody membrane
654	GO:0031904	endosome lumen
655	GO:0031905	early endosome lumen
656	GO:0031906	late endosome lumen
657	GO:0031907	microbody lumen
658	GO:0031931	TORC1 complex
659	GO:0031932	TORC2 complex
660	GO:0031933	telomeric heterochromatin
661	GO:0031941	filamentous actin
662	GO:0031965	nuclear membrane
663	GO:0031966	mitochondrial membrane
664	GO:0031968	organelle outer membrane
665	GO:0031970	organelle envelope lumen
666	GO:0031983	vesicle lumen
667	GO:0031984	organelle subcompartment
668	GO:0031985	Golgi cisterna
669	GO:0032002	interleukin-28 receptor complex
670	GO:0032009	early phagosome
671	GO:0032010	phagolysosome
672	GO:0032021	NELF complex
673	GO:0032039	integrator complex
674	GO:0032040	small-subunit processome
675	GO:0032044	DSIF complex
676	GO:0032045	guanyl-nucleotide exchange factor complex
677	GO:0032059	bleb
678	GO:0032116	SMC loading complex
679	GO:0032133	chromosome passenger complex
680	GO:0032153	cell division site
681	GO:0032154	cleavage furrow
682	GO:0032156	septin cytoskeleton
683	GO:0032279	asymmetric synapse
684	GO:0032280	symmetric synapse
685	GO:0032281	AMPA glutamate receptor complex
686	GO:0032299	ribonuclease H2 complex
687	GO:0032300	mismatch repair complex
688	GO:0032301	MutSalpha complex
689	GO:0032302	MutSbeta complex
690	GO:0032311	angiogenin-PRI complex
691	GO:0032389	MutLalpha complex
692	GO:0032391	photoreceptor connecting cilium
