position	identifier	name
108	C0003615	Appendicitis
109	C0003621	Appetite disorder
110	C0003635	Apraxia
111	C0003708	Arachnoiditis
112	C0003742	Arcus senilis
113	C0003811	Arrhythmia
114	C0003813	Sinus arrhythmia
115	C0003834	Arterial insufficiency
116	C0003838	Arterial occlusive disease
117	C0003850	Arteriosclerosis
118	C0003855	Arteriovenous fistula
119	C0003860	Arteritis
120	C0003862	Arthralgia
121	C0003864	Arthritis
122	C0003868	Gouty arthritis
123	C0003869	Arthritis infective
124	C0003873	Rheumatoid arthritis
125	C0003892	Neuropathic arthropathy
126	C0003950	Ascariasis
127	C0003962	Ascites
128	C0004030	Aspergillosis
129	C0004044	Asphyxia
130	C0004063	Assault
131	C0004093	Asthenia
132	C0004095	Asthenopia
133	C0004096	Asthma
134	C0004114	Astrocytoma
135	C0004134	Ataxia
136	C0004144	Atelectasis
137	C0004153	Atherosclerosis
138	C0004158	Athetosis
139	C0004161	Sports injury
140	C0004238	Atrial fibrillation
141	C0004239	Atrial flutter
142	C0004245	Atrioventricular block
143	C0004331	Atrioventricular dissociation
144	C0004352	Autism
145	C0004364	Autoimmune disorder
146	C0004377	Automatism
147	C0004509	Azoospermia
148	C0004601	Back injury
149	C0004604	Back pain
150	C0004610	Bacteraemia
151	C0004623	Bacterial infection
152	C0004626	Pneumonia bacterial
153	C0004659	Bacteriuria
154	C0004690	Balanitis
155	C0004691	Balanoposthitis
156	C0004763	Barrett's oesophagus
157	C0004767	Bartholin's cyst
158	C0004812	Basilar artery syndrome
159	C0004930	Behavior disorder
160	C0004936	Mental disorder
161	C0004998	Benign neoplasm of skin
162	C0005001	Benign prostatic hypertrophy
163	C0005398	Cholestasis extrahepatic
164	C0005411	Atresia biliary
165	C0005424	Biliary tract disorder
166	C0005586	Bipolar disorder
167	C0005681	Blackwater fever
168	C0005683	Calculus bladder
169	C0005684	Bladder cancer
170	C0005686	Bladder disorder
171	C0005687	Bladder distension
172	C0005694	Bladder neck obstruction
173	C0005695	Bladder neoplasm
174	C0005697	Neurogenic bladder
175	C0005699	Blast cell crisis
176	C0005716	Blastomycosis
177	C0005741	Blepharitis
178	C0005743	Blepharoconjunctivitis
179	C0005745	Eyelid ptosis
180	C0005747	Blepharospasm
181	C0005758	Blister
182	C0005778	Clotting
183	C0005779	Coagulopathy
184	C0005818	Platelet disorder
185	C0005826	Blood pressure abnormal
186	C0005940	Bone disorder
187	C0005944	Bone metabolism disorder
188	C0005959	Marrow hyperplasia
189	C0005967	Bone neoplasm
190	C0006079	Bowen's disease
191	C0006105	Brain abscess
192	C0006107	Concussion
193	C0006111	Brain disorder NOS
194	C0006112	Metabolic encephalopathy
195	C0006114	Edema cerebral
196	C0006118	Brain neoplasm
197	C0006142	Breast cancer
198	C0006144	Breast cyst
199	C0006145	Breast disorder
200	C0006147	Breast feeding
201	C0006152	Breast swelling
202	C0006261	Bronchial disorder
203	C0006266	Bronchospasm
204	C0006267	Bronchiectasis
205	C0006271	Bronchiolitis
206	C0006272	Obliterative bronchiolitis
207	C0006277	Bronchitis
208	C0006285	Bronchopneumonia
209	C0006287	Bronchopulmonary dysplasia
210	C0006325	Bruxism
211	C0006370	Bulimia
212	C0006384	Bundle branch block
213	C0006413	Burkitt's lymphoma
214	C0006430	Burning mouth syndrome
215	C0006434	Burn
216	C0006435	Chemical burn
217	C0006444	Bursitis
218	C0006625	Cachexia
219	C0006663	Calcinosis
220	C0006705	Calcium metabolism disorder
221	C0006826	Neoplasm malignant
222	C0006840	Candida infection
223	C0006846	Skin candida
224	C0006848	Mucocutaneous candidiasis
225	C0006849	Oral candidiasis
226	C0006852	Vaginal moniliasis
227	C0006905	Capillary fragility
228	C0007078	Carbuncle
229	C0007095	Carcinoid tumour
230	C0007097	Carcinoma
231	C0007102	Colon cancer
232	C0007103	Endometrial neoplasm malignant
233	C0007107	Laryngeal cancer
234	C0007112	Adenocarcinoma of prostate
235	C0007113	Rectal cancer
236	C0007114	Skin cancer
237	C0007115	Thyroid cancer
238	C0007117	Basal cell carcinoma
239	C0007120	Bronchioloalveolar carcinoma
240	C0007131	Non-small cell lung cancer
241	C0007134	Renal cell carcinoma
242	C0007137	Squamous cell carcinoma
243	C0007166	Cardiac output decreased
244	C0007177	Cardiac tamponade
245	C0007193	Congestive cardiomyopathy
246	C0007194	Hypertrophic cardiomyopathy
247	C0007196	Restrictive cardiomyopathy
248	C0007222	Cardiovascular disorder
249	C0007274	Carotid artery thrombosis
250	C0007280	Carotid bruit
251	C0007282	Carotid artery stenosis
252	C0007286	Carpal tunnel syndrome
253	C0007302	Chondropathy
254	C0007370	Catalepsy
255	C0007384	Cataplexy
256	C0007398	Catatonia
257	C0007462	Causalgia
258	C0007642	Cellulitis
259	C0007682	Central nervous system disorder
260	C0007758	Cerebellar ataxia
261	C0007760	Cerebellar syndrome
262	C0007766	Intracranial aneurysm
263	C0007773	Cerebral arteritis
264	C0007780	Cerebral artery embolism
265	C0007785	Cerebral infarction
266	C0007787	Transient ischaemic attack
267	C0007815	Cerebrospinal fluid rhinorrhea
268	C0007820	Cerebrovascular disorder
269	C0007855	Cervical polyp
270	C0007859	Neck pain
271	C0007860	Cervicitis
272	C0007863	Occipital neuralgia
273	C0007867	Cervix disorder
274	C0007868	Cervical dysplasia
275	C0007869	Uterine cervical erosion
276	C0007873	Cervix neoplasm
277	C0007933	Chalazion
278	C0007971	Cheilitis
279	C0008031	Chest pain
280	C0008033	Pleuritic pain
281	C0008035	Chest wall pain
282	C0008039	Cheyne-Stokes respiration
283	C0008049	Varicella
284	C0008149	Chlamydial infection
285	C0008301	Choking
286	C0008311	Cholangitis
287	C0008313	Cholangitis sclerosing
288	C0008325	Cholecystitis
289	C0008350	Cholelithiasis
290	C0008370	Cholestasis
291	C0008372	Cholestasis intrahepatic
292	C0008449	Chondrodystrophy
293	C0008489	Chorea
294	C0008497	Choriocarcinoma
295	C0008513	Chorioretinitis
296	C0008526	Choroiditis
297	C0008626	Cytogenetic abnormality
298	C0008728	Allergic granulomatous angiitis
299	C0008733	Chylothorax
300	C0008909	Claustrophobia
301	C0008924	Cleft lip
302	C0008925	Cleft palate
303	C0009024	Clonus
304	C0009062	Clostridial infection
305	C0009081	Congenital clubfoot
306	C0009088	Cluster headache
307	C0009144	Tongue coated
308	C0009193	Coccydynia
309	C0009241	Cognitive disorder
310	C0009269	Cold intolerance
311	C0009319	Colitis
312	C0009324	Colitis ulcerative
313	C0009326	Collagen disorder
314	C0009376	Colonic polyp
315	C0009377	Colonic pseudo-obstruction
316	C0009421	Coma
317	C0009443	Common cold
318	C0009450	Infection
319	C0009492	Compartment syndrome
320	C0009595	Obsessive-compulsive personality disorder
321	C0009663	Anogenital warts
322	C0009676	Confusional state
323	C0009759	Conjunctival disorder
324	C0009760	Conjunctival haemorrhage
325	C0009763	Conjunctivitis
326	C0009766	Conjunctivitis allergic
327	C0009768	Conjunctivitis bacterial
328	C0009782	Connective tissue disorder
329	C0009806	Constipation
330	C0009917	Muscle contracture
331	C0009918	Joint contracture
332	C0009938	Contusion
333	C0009946	Conversion disorder
334	C0009952	Febrile convulsion
335	C0010032	Corneal abrasion
336	C0010034	Corneal disorder
337	C0010037	Corneal oedema
338	C0010038	Corneal opacity
339	C0010043	Ulcerative keratitis
340	C0010054	Arteriosclerosis coronary artery
341	C0010068	Coronary heart disease
342	C0010072	Coronary artery thrombosis
343	C0010073	Arteriospasm coronary
344	C0010093	Corpus luteum cyst
345	C0010200	Cough
346	C0010263	Cramp of limb
347	C0010266	Cranial nerve disorder
348	C0010278	Craniosynostosis
349	C0010308	Congenital hypothyroidism
350	C0010346	Crohn's disease
351	C0010399	Crying
352	C0010414	Cryptococcosis
353	C0010417	Cryptorchism
354	C0010418	Cryptosporidiosis infection
355	C0010481	Cushing's syndrome
356	C0010495	Cutis laxa
357	C0010520	Cyanosis
358	C0010666	Acne cystic
359	C0010692	Cystitis
360	C0010709	Cyst
361	C0010823	Cytomegalovirus infection
362	C0010828	Cytopenia
363	C0010930	Dacryocystitis
364	C0011053	Deafness
365	C0011057	Sudden hearing loss
366	C0011071	Sudden death
367	C0011124	Libido decreased
368	C0011127	Decubitus ulcer
369	C0011168	Dysphagia
370	C0011175	Dehydration
371	C0011206	Delirium
372	C0011253	Delusion
373	C0011269	Vascular dementia
374	C0011304	Demyelination
375	C0011334	Dental caries
376	C0011432	Sensitivity of teeth
377	C0011551	Depersonalisation
378	C0011570	Depression
379	C0011581	Depressive disorder
380	C0011603	Dermatitis
381	C0011606	Dermatitis exfoliative
382	C0011609	Drug eruption
383	C0011615	Dermatitis atopic
384	C0011616	Dermatitis contact
385	C0011630	Fungal skin infection
386	C0011633	Dermatomyositis
387	C0011636	Dermatophytosis
388	C0011644	Scleroderma
389	C0011649	Dermoid cyst
390	C0011757	Developmental coordination disorder
391	C0011848	Diabetes insipidus
392	C0011849	Diabetes mellitus
393	C0011854	Type 1 diabetes mellitus
394	C0011860	Type 2 diabetes mellitus
395	C0011875	Diabetic vascular disorder
396	C0011876	Cataract diabetic
397	C0011880	Diabetic ketoacidosis
398	C0011881	Diabetic nephropathy
399	C0011882	Diabetic neuropathy
400	C0011884	Diabetic retinopathy
401	C0011974	Dermatitis diaper
402	C0011991	Diarrhoea
403	C0012241	Gastrointestinal malformation
404	C0012254	Digitalis toxicity
405	C0012359	Distention
406	C0012569	Diplopia
407	C0012624	Intervertebral discitis
408	C0012691	Joint dislocation
409	C0012739	Disseminated intravascular coagulation
410	C0012746	Dissociative disorder
411	C0012797	Diuresis
412	C0012813	Diverticulitis
413	C0012817	Diverticulum
414	C0012833	Dizziness
415	C0013080	Trisomy 21
416	C0013132	Drooling
417	C0013144	Drowsiness
418	C0013146	Drug abuse
419	C0013182	Drug hypersensitivity
420	C0013220	Drug tolerance
421	C0013221	Drug toxicity
422	C0013238	Dry eye syndrome
423	C0013240	Alveolar osteitis
424	C0013274	Patent ductus arteriosus
425	C0013295	Duodenal ulcer
426	C0013298	Duodenitis
427	C0013312	Dupuytren's contracture
428	C0013336	Dwarfism
429	C0013362	Dysarthria
430	C0013363	Dysautonomia
431	C0013369	Dysentery
432	C0013378	Dysgeusia
433	C0013384	Dyskinesia
434	C0013390	Dysmenorrhoea
435	C0013395	Dyspepsia
436	C0013404	Dyspnoea
437	C0013415	Dysthymic disorder
438	C0013418	Abnormal labour
439	C0013423	Idiopathic torsion dystonia
440	C0013428	Dysuria
441	C0013447	Ear disorder
442	C0013456	Ear pain
443	C0013473	Eating disorder
444	C0013491	Ecchymosis
445	C0013528	Echolalia
446	C0013537	Eclampsia
447	C0013589	Ectromelia
448	C0013592	Ectropion
449	C0013595	Eczema
450	C0013604	Oedema
451	C0013608	Oedema due to cardiac disease
452	C0013609	Localised oedema
453	C0013687	Effusion
454	C0013781	Electric shock
455	C0013922	Embolism
456	C0013927	Amniotic fluid embolism
457	C0013928	Fat embolism
458	C0013985	Emotional disturbance NOS
459	C0014034	Enanthema
460	C0014038	Encephalitis
461	C0014059	Acute disseminated encephalomyelitis
462	C0014065	Encephalocele
463	C0014118	Endocarditis
464	C0014122	Subacute bacterial endocarditis
465	C0014130	Endocrine disorder
466	C0014173	Endometrial hyperplasia
467	C0014175	Endometriosis
468	C0014179	Endometritis
469	C0014236	Endophthalmitis
470	C0014306	Enophthalmos
471	C0014335	Enteritis
472	C0014356	Enterocolitis
473	C0014358	Pseudomembranous enterocolitis
474	C0014394	Enuresis
475	C0014431	Enzyme induction
476	C0014457	Eosinophilia
477	C0014488	Epicondylitis
478	C0014511	Cyst epidermal
479	C0014518	Toxic epidermal necrolysis
480	C0014527	Epidermolysis bullosa
481	C0014534	Epididymitis
482	C0014541	Epiglottitis
483	C0014544	Epilepsy
484	C0014549	Grand mal convulsion
485	C0014550	Myoclonic epilepsy
486	C0014553	Petit mal epilepsy
487	C0014571	Epiphysiolysis
488	C0014583	Episcleritis
489	C0014591	Epistaxis
490	C0014714	Ergot poisoning
491	C0014718	Intertrigo candida
492	C0014724	Eructation
493	C0014733	Erysipelas
494	C0014742	Erythema multiforme
495	C0014743	Erythema nodosum
496	C0014745	Palmar erythema
497	C0014752	Erythrasma
498	C0014800	Hyperplasia erythroid
499	C0014804	Erythromelalgia
500	C0014848	Oesophageal achalasia
501	C0014850	Oesophageal atresia
502	C0014852	Oesophageal disorder
503	C0014858	Oesophageal motility disorder
504	C0014860	Oesophageal perforation
505	C0014863	Oesophageal spasm
506	C0014866	Oesophageal stenosis
507	C0014867	Varices oesophageal
508	C0014868	Oesophagitis
509	C0014869	Reflux esophagitis
510	C0015230	Rash
511	C0015256	Excoriation
512	C0015300	Exophthalmos
513	C0015371	Extrapyramidal disorder
514	C0015376	Extravasation
515	C0015393	Congenital eye disorder
516	C0015395	Eye burns
517	C0015397	Eye disorder
518	C0015401	Foreign body in eye
519	C0015402	Eye haemorrhage
520	C0015403	Eye infection
521	C0015408	Eye injury
522	C0015409	Eye penetration
523	C0015423	Eyelid disorder
524	C0015459	Face injury
525	C0015467	Facial neuralgia
526	C0015468	Facial pain
527	C0015469	Facial paralysis
528	C0015523	Factor XI deficiency
529	C0015544	Failure to thrive
530	C0015624	Fanconi syndrome
531	C0015644	Fasciculation
532	C0015645	Fasciitis
533	C0015663	Fasting
534	C0015668	Fat necrosis
535	C0015672	Fatigue
536	C0015674	Chronic fatigue syndrome
537	C0015695	Liver fatty
538	C0015726	Fear
539	C0015732	Faecal incontinence
540	C0015734	Faecalith
541	C0015786	Female sexual arousal disorder
542	C0015802	Femur fracture
543	C0015806	Femoral neck fracture
544	C0015914	Fertilization
545	C0015923	Foetal alcohol syndrome
546	C0015927	Foetal death
547	C0015929	Foetal disorder
548	C0015930	Foetal distress syndrome
549	C0015934	Microsomia
550	C0015944	Premature rupture of membranes
551	C0015967	Body temperature increased
552	C0015970	Fever of unknown origin
553	C0016033	Fibrocystic disease
554	C0016034	Fibrocystic breast disease
555	C0016053	Fibromyalgia
556	C0016059	Fibrosis
557	C0016167	Anal fissure
558	C0016169	Fistula
559	C0016199	Flank pain
560	C0016204	Flatulence
561	C0016242	Vitreous floaters
562	C0016325	Fluorosis
563	C0016382	Flushing
564	C0016385	Cardiac flutter
565	C0016397	Localised infection
566	C0016412	Folate deficiency
567	C0016436	Folliculitis
568	C0016470	Food allergy
569	C0016479	Food poisoning
570	C0016508	Congenital foot malformation
571	C0016512	Foot pain
572	C0016514	Foot and mouth disease
573	C0016522	Foramen ovale patent
574	C0016542	Foreign body
575	C0016579	Formication
576	C0016655	Multiple fractures
577	C0016658	Fracture
578	C0016664	Stress fracture
579	C0016689	Ephelides
580	C0016722	Frigidity
581	C0016751	Fructose intolerance
582	C0016770	Frustration
583	C0016807	Intestinal functional disorder
584	C0016842	Pectus excavatum
585	C0016867	Furunculosis
586	C0016927	Gagging
587	C0016977	Gallbladder disorder
588	C0017086	Gangrene
589	C0017105	Gas gangrene
590	C0017150	Gastrinoma
591	C0017152	Gastritis
592	C0017160	Gastroenteritis
593	C0017168	Gastrooesophageal reflux disease
594	C0017178	Gastrointestinal disorder
595	C0017181	Gastrointestinal haemorrhage
596	C0017185	Gastrointestinal neoplasm
597	C0017411	Genital disorder female
598	C0017412	Genital disorder male
599	C0017551	Gilbert's syndrome
600	C0017563	Gingival disorder
601	C0017565	Gingival bleeding
602	C0017566	Gingival hyperplasia
603	C0017567	Gingival hypertrophy
604	C0017572	Gingival recession
605	C0017574	Gingivitis
606	C0017601	Glaucoma
607	C0017605	Angle closure glaucoma
608	C0017636	Glioblastoma
609	C0017638	Glioma
610	C0017650	Globus hystericus
611	C0017657	Glomerulitis
612	C0017658	Glomerulonephritis
613	C0017662	Glomerulonephritis membranoproliferative
614	C0017665	Glomerulonephritis membranous
615	C0017668	Focal segmental glomerulosclerosis
616	C0017672	Glossodynia
617	C0017675	Glossitis
618	C0017677	Tongue geographic
619	C0017979	Glycosuria
620	C0018021	Goitre
621	C0018081	Gonorrhoea
622	C0018099	Gout
623	C0018128	Vascular graft occlusion
624	C0018129	Transplant rejection
625	C0018133	Graft versus host disease
626	C0018134	Graft versus host reaction
627	C0018188	Granuloma
628	C0018213	Basedow's disease
629	C0018378	Guillain-Barre syndrome
630	C0018418	Gynaecomastia
631	C0018500	Hair disorder
632	C0018520	Breath odour
633	C0018524	Hallucination
634	C0018552	Hamartoma
635	C0018621	Seasonal allergy
636	C0018674	Head injury
637	C0018681	Headache
638	C0018772	Partial hearing loss
639	C0018780	High frequency deafness
640	C0018784	Deafness neurosensory
641	C0018790	Cardiac arrest
642	C0018794	Block heart
643	C0018798	Heart malformation
644	C0018799	Cardiac disorder
645	C0018800	Cardiomegaly
646	C0018801	Cardiac failure
647	C0018802	Cardiac failure congestive
648	C0018808	Cardiac murmur
649	C0018811	Foetal heart rate
650	C0018813	Myocardial rupture
651	C0018816	Cardiac septal defect
652	C0018817	Atrial septal defect
653	C0018818	Ventricular septal defect
654	C0018824	Cardiac valve disease
655	C0018834	Heartburn
656	C0018839	Heat exhaustion
657	C0018843	Heat stroke
658	C0018916	Haemangioma
659	C0018924	Haemarthrosis
660	C0018926	Haematemesis
661	C0018932	Haematochezia
662	C0018939	Blood disorder
663	C0018944	Haematoma
664	C0018946	Subdural haematoma
665	C0018949	Spinal cord haemorrhage
666	C0018965	Haematuria
667	C0018975	Blindness day
668	C0018979	Hemianopia
669	C0018987	Hemimelia
670	C0018989	Hemiparesis
671	C0018991	Hemiplegia
672	C0018994	Haemobilia
673	C0018995	Haemochromatosis
674	C0019048	Haemoglobinuria
675	C0019054	Haemolysis
676	C0019061	Haemolytic uraemic syndrome
677	C0019064	Pericardial haemorrhage
678	C0019065	Peritoneal haemorrhage
679	C0019069	Factor VIII deficiency
680	C0019079	Haemoptysis
681	C0019080	Haemorrhage
682	C0019087	Haemorrhagic disorder
683	C0019112	Haemorrhoids
684	C0019123	Haemothorax
685	C0019147	Coma hepatic
686	C0019151	Hepatic encephalopathy
687	C0019156	Venoocclusive liver disease
688	C0019158	Hepatitis
689	C0019159	Hepatitis A
690	C0019163	Hepatitis B
691	C0019187	Hepatitis alcoholic
692	C0019189	Chronic hepatitis
693	C0019193	Hepatitis toxic
694	C0019196	Hepatitis C
695	C0019209	Hepatomegaly
696	C0019212	Hepatorenal syndrome
697	C0019214	Hepatosplenomegaly
698	C0019243	Hereditary angioedema
699	C0019270	Hernia
700	C0019284	Diaphragmatic hernia
701	C0019294	Inguinal hernia
702	C0019322	Umbilical hernia
703	C0019338	Herpangina
704	C0019340	Herpes NOS
705	C0019342	Genital herpes
706	C0019345	Herpes labialis
707	C0019348	Herpes simplex
708	C0019357	Ophthalmic herpes simplex
709	C0019360	Herpes zoster
710	C0019364	Ophthalmic herpes zoster
711	C0019372	Herpes virus infection
712	C0019385	Meningoencephalitis herpetic
713	C0019521	Hiccups
714	C0019555	Developmental hip dysplasia
715	C0019557	Hip fracture
716	C0019559	Coxalgia
717	C0019569	Congenital megacolon
718	C0019572	Hirsutism
719	C0019618	Histiocytosis
720	C0019621	Langerhans' cell histiocytosis
721	C0019623	Malignant histiocytosis
722	C0019655	Histoplasmosis
723	C0019825	Hoarseness
724	C0019829	Hodgkin's disease
725	C0019880	Homocystinuria
726	C0019917	Hordeolum
727	C0019937	Horner's syndrome
728	C0020039	Hostility
729	C0020162	Humerus fracture
730	C0020175	Hunger
731	C0020224	Polyhydramnios
732	C0020255	Hydrocephalus
733	C0020295	Hydronephrosis
734	C0020302	Developmental glaucoma
735	C0020305	Hydrops foetalis
736	C0020312	Hydrothorax
737	C0020429	Hyperpathia
738	C0020433	Hyperbilirubinaemia
739	C0020437	Hypercalcaemia
740	C0020438	Hypercalciuria
741	C0020440	Hypercapnia
742	C0020443	Hypercholesterolaemia
743	C0020452	Hyperaemia
744	C0020453	Hyperaesthesia
745	C0020455	Hypergammaglobulinaemia
746	C0020456	Hyperglycaemia
747	C0020457	Diabetic hyperosmolar coma
748	C0020458	Hyperhidrosis
749	C0020459	Hyperinsulinism
750	C0020461	Hyperkalaemia
751	C0020473	Hyperlipidaemia
752	C0020488	Hypernatraemia
753	C0020492	Hyperostosis
754	C0020498	Senile ankylosing vertebral hyperostosis
755	C0020502	Hyperparathyroidism
756	C0020503	Hyperparathyroidism secondary
757	C0020505	Hyperphagia
758	C0020507	Hyperplasia
759	C0020510	Nodular regenerative hyperplasia
760	C0020514	Hyperprolactinaemia
761	C0020517	Hypersensitivity
762	C0020522	Type IV hypersensitivity reaction
763	C0020523	Type I hypersensitivity
764	C0020532	Hypersplenism
765	C0020538	Hypertension
766	C0020540	Malignant hypertension
767	C0020541	Portal hypertension
768	C0020542	Pulmonary hypertension
769	C0020545	Renovascular hypertension
770	C0020546	Hypertensive crisis
771	C0020550	Hyperthyroidism
772	C0020555	Hypertrichosis
773	C0020557	Hypertriglyceridaemia
774	C0020564	Hypertrophy
775	C0020565	Hypertrophy of breast
776	C0020569	Salivary gland enlargement
777	C0020578	Hyperventilation
778	C0020579	Hypervitaminosis A
779	C0020580	Hypoaesthesia
780	C0020581	Hyphaema
781	C0020598	Hypocalcaemia
782	C0020599	Hypocalciuria
783	C0020604	Hypochondriasis
784	C0020615	Hypoglycaemia
785	C0020617	Hypoglycaemic coma
786	C0020619	Hypogonadism
787	C0020620	Hypohidrosis
788	C0020621	Hypokalaemia
789	C0020624	Hypomenorrhoea
790	C0020625	Hyponatraemia
791	C0020626	Hypoparathyroidism
792	C0020635	Hypopituitarism
793	C0020639	Hypoproteinaemia
794	C0020640	Factor II deficiency
795	C0020649	Hypotension
796	C0020651	Orthostatic hypotension
797	C0020672	Body temperature decreased
798	C0020676	Hypothyroidism
799	C0020678	Hypotrichosis
800	C0020683	Hypovolaemic shock
801	C0020701	Hysteria
802	C0020757	Ichthyosis
803	C0020877	Ileitis
804	C0020903	Illusion
805	C0020964	Immune status
806	C0020981	Angioimmunoblastic T-cell lymphoma
807	C0021051	Immunodeficiency
808	C0021053	Immune system disorder
809	C0021061	Immunology test
810	C0021092	Cerumen impaction
811	C0021099	Impetigo
812	C0021100	Bullous impetigo
813	C0021122	Impulse-control disorder
814	C0021141	Inappropriate antidiuretic hormone secretion
815	C0021167	Incontinence
816	C0021177	Libido increased
817	C0021290	Neonatal disorder
818	C0021294	Premature baby
819	C0021308	Infarction
820	C0021313	Kidney infection
821	C0021345	Infectious mononucleosis
822	C0021359	Infertility
823	C0021361	Infertility female
824	C0021364	Infertility male
825	C0021368	Inflammation
826	C0021390	Inflammatory bowel disease
827	C0021400	Influenza
828	C0021564	Insect bite NOS
829	C0021605	Insomnia NEC
830	C0021655	Insulin resistance
831	C0021670	Insulinoma
832	C0021775	Intermittent claudication
833	C0021776	Intermittent explosive disorder
834	C0021807	Intertrigo
835	C0021831	Unspecified disorder of intestine
836	C0021843	Intestinal obstruction
837	C0021845	Intestinal perforation
838	C0021847	Intestinal pseudo-obstruction
839	C0021899	IUD expelled
840	C0021933	Intussusception
841	C0022073	Iridocyclitis
842	C0022078	Iris disorder
843	C0022081	Iritis
844	C0022104	Irritable bowel syndrome
845	C0022107	Irritability
846	C0022116	Ischaemia
847	C0022281	Eye pruritus
848	C0022346	Jaundice
849	C0022353	Jaundice neonatal
850	C0022354	Jaundice cholestatic
851	C0022362	Jaw disorder
852	C0022408	Arthropathy
853	C0022410	Joint instability
854	C0022504	Kaposi's varicelliform eruption
855	C0022541	Kearns-Sayre syndrome
856	C0022568	Keratitis
857	C0022572	Keratoacanthoma
858	C0022573	Keratoconjunctivitis
859	C0022575	Keratoconjunctivitis sicca
860	C0022578	Keratoconus
861	C0022581	Acquired keratoderma
862	C0022593	Keratosis
863	C0022602	Actinic keratosis
864	C0022603	Seborrhoeic keratosis
865	C0022638	Ketosis
866	C0022650	Calculus of kidney
867	C0022656	Renal cortical necrosis
868	C0022658	Nephropathy
869	C0022660	Renal failure acute
870	C0022661	Renal failure chronic
871	C0022665	Renal neoplasm
872	C0022667	Renal papillary necrosis
873	C0022672	Nephrosis lower nephron
874	C0022680	Polycystic kidney
875	C0022735	Klinefelter's syndrome
876	C0022821	Kyphosis
877	C0022876	Premature labour
878	C0022890	Labyrinthine disorder
879	C0022893	Labyrinthitis
880	C0022904	Lacrimal disorder
881	C0022906	Lacrimal duct obstruction
882	C0022951	Lactose intolerance
883	C0023051	Laryngeal disorder
884	C0023052	Laryngeal oedema
