position	identifier	name
144	GO:0000964	mitochondrial RNA 5'-end processing
145	GO:0000965	mitochondrial RNA 3'-end processing
146	GO:0000966	RNA 5'-end processing
147	GO:0000967	rRNA 5'-end processing
148	GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
149	GO:0000973	posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
150	GO:0001101	response to acid chemical
151	GO:0001172	transcription, RNA-templated
152	GO:0001180	transcription initiation from RNA polymerase I promoter for nuclear large rRNA transcript
153	GO:0001188	RNA polymerase I transcriptional preinitiation complex assembly
154	GO:0001189	RNA polymerase I transcriptional preinitiation complex assembly at the promoter for the nuclear large rRNA transcript
155	GO:0001300	chronological cell aging
156	GO:0001302	replicative cell aging
157	GO:0001306	age-dependent response to oxidative stress
158	GO:0001501	skeletal system development
159	GO:0001502	cartilage condensation
160	GO:0001503	ossification
161	GO:0001504	neurotransmitter uptake
162	GO:0001505	regulation of neurotransmitter levels
163	GO:0001507	acetylcholine catabolic process in synaptic cleft
164	GO:0001508	action potential
165	GO:0001510	RNA methylation
166	GO:0001514	selenocysteine incorporation
167	GO:0001516	prostaglandin biosynthetic process
168	GO:0001519	peptide amidation
169	GO:0001522	pseudouridine synthesis
170	GO:0001523	retinoid metabolic process
171	GO:0001525	angiogenesis
172	GO:0001539	cilium or flagellum-dependent cell motility
173	GO:0001541	ovarian follicle development
174	GO:0001542	ovulation from ovarian follicle
175	GO:0001543	ovarian follicle rupture
176	GO:0001546	preantral ovarian follicle growth
177	GO:0001547	antral ovarian follicle growth
178	GO:0001550	ovarian cumulus expansion
179	GO:0001552	ovarian follicle atresia
180	GO:0001553	luteinization
181	GO:0001554	luteolysis
182	GO:0001555	oocyte growth
183	GO:0001556	oocyte maturation
184	GO:0001558	regulation of cell growth
185	GO:0001560	regulation of cell growth by extracellular stimulus
186	GO:0001561	fatty acid alpha-oxidation
187	GO:0001562	response to protozoan
188	GO:0001568	blood vessel development
189	GO:0001569	patterning of blood vessels
190	GO:0001570	vasculogenesis
191	GO:0001573	ganglioside metabolic process
192	GO:0001574	ganglioside biosynthetic process
193	GO:0001575	globoside metabolic process
194	GO:0001578	microtubule bundle formation
195	GO:0001579	medium-chain fatty acid transport
196	GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste
197	GO:0001581	detection of chemical stimulus involved in sensory perception of sour taste
198	GO:0001582	detection of chemical stimulus involved in sensory perception of sweet taste
199	GO:0001649	osteoblast differentiation
200	GO:0001654	eye development
201	GO:0001655	urogenital system development
202	GO:0001656	metanephros development
203	GO:0001657	ureteric bud development
204	GO:0001658	branching involved in ureteric bud morphogenesis
205	GO:0001659	temperature homeostasis
206	GO:0001660	fever generation
207	GO:0001661	conditioned taste aversion
208	GO:0001662	behavioral fear response
209	GO:0001666	response to hypoxia
210	GO:0001667	ameboidal-type cell migration
211	GO:0001672	regulation of chromatin assembly or disassembly
212	GO:0001675	acrosome assembly
213	GO:0001676	long-chain fatty acid metabolic process
214	GO:0001678	cellular glucose homeostasis
215	GO:0001692	histamine metabolic process
216	GO:0001694	histamine biosynthetic process
217	GO:0001696	gastric acid secretion
218	GO:0001701	in utero embryonic development
219	GO:0001702	gastrulation with mouth forming second
220	GO:0001704	formation of primary germ layer
221	GO:0001705	ectoderm formation
222	GO:0001706	endoderm formation
223	GO:0001707	mesoderm formation
224	GO:0001708	cell fate specification
225	GO:0001709	cell fate determination
226	GO:0001710	mesodermal cell fate commitment
227	GO:0001711	endodermal cell fate commitment
228	GO:0001712	ectodermal cell fate commitment
229	GO:0001714	endodermal cell fate specification
230	GO:0001731	formation of translation preinitiation complex
231	GO:0001732	formation of cytoplasmic translation initiation complex
232	GO:0001736	establishment of planar polarity
233	GO:0001738	morphogenesis of a polarized epithelium
234	GO:0001743	optic placode formation
235	GO:0001754	eye photoreceptor cell differentiation
236	GO:0001755	neural crest cell migration
237	GO:0001756	somitogenesis
238	GO:0001757	somite specification
239	GO:0001759	organ induction
240	GO:0001763	morphogenesis of a branching structure
241	GO:0001764	neuron migration
242	GO:0001765	membrane raft assembly
243	GO:0001766	membrane raft polarization
244	GO:0001767	establishment of lymphocyte polarity
245	GO:0001768	establishment of T cell polarity
246	GO:0001771	immunological synapse formation
247	GO:0001773	myeloid dendritic cell activation
248	GO:0001774	microglial cell activation
249	GO:0001775	cell activation
250	GO:0001776	leukocyte homeostasis
251	GO:0001778	plasma membrane repair
252	GO:0001779	natural killer cell differentiation
253	GO:0001780	neutrophil homeostasis
254	GO:0001781	neutrophil apoptotic process
255	GO:0001782	B cell homeostasis
256	GO:0001783	B cell apoptotic process
257	GO:0001796	regulation of type IIa hypersensitivity
258	GO:0001798	positive regulation of type IIa hypersensitivity
259	GO:0001807	regulation of type IV hypersensitivity
260	GO:0001808	negative regulation of type IV hypersensitivity
261	GO:0001810	regulation of type I hypersensitivity
262	GO:0001812	positive regulation of type I hypersensitivity
263	GO:0001816	cytokine production
264	GO:0001817	regulation of cytokine production
265	GO:0001818	negative regulation of cytokine production
266	GO:0001819	positive regulation of cytokine production
267	GO:0001820	serotonin secretion
268	GO:0001821	histamine secretion
269	GO:0001822	kidney development
270	GO:0001823	mesonephros development
271	GO:0001824	blastocyst development
272	GO:0001825	blastocyst formation
273	GO:0001826	inner cell mass cell differentiation
274	GO:0001827	inner cell mass cell fate commitment
275	GO:0001828	inner cell mass cellular morphogenesis
276	GO:0001829	trophectodermal cell differentiation
277	GO:0001831	trophectodermal cellular morphogenesis
278	GO:0001832	blastocyst growth
279	GO:0001833	inner cell mass cell proliferation
280	GO:0001834	trophectodermal cell proliferation
281	GO:0001835	blastocyst hatching
282	GO:0001836	release of cytochrome c from mitochondria
283	GO:0001837	epithelial to mesenchymal transition
284	GO:0001838	embryonic epithelial tube formation
285	GO:0001839	neural plate morphogenesis
286	GO:0001840	neural plate development
287	GO:0001841	neural tube formation
288	GO:0001842	neural fold formation
289	GO:0001843	neural tube closure
290	GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
291	GO:0001845	phagolysosome assembly
292	GO:0001865	NK T cell differentiation
293	GO:0001866	NK T cell proliferation
294	GO:0001867	complement activation, lectin pathway
295	GO:0001868	regulation of complement activation, lectin pathway
296	GO:0001869	negative regulation of complement activation, lectin pathway
297	GO:0001878	response to yeast
298	GO:0001880	Mullerian duct regression
299	GO:0001881	receptor recycling
300	GO:0001885	endothelial cell development
301	GO:0001886	endothelial cell morphogenesis
302	GO:0001887	selenium compound metabolic process
303	GO:0001889	liver development
304	GO:0001890	placenta development
305	GO:0001892	embryonic placenta development
306	GO:0001893	maternal placenta development
307	GO:0001894	tissue homeostasis
308	GO:0001895	retina homeostasis
309	GO:0001897	cytolysis by symbiont of host cells
310	GO:0001906	cell killing
311	GO:0001907	killing by symbiont of host cells
312	GO:0001909	leukocyte mediated cytotoxicity
313	GO:0001910	regulation of leukocyte mediated cytotoxicity
314	GO:0001911	negative regulation of leukocyte mediated cytotoxicity
315	GO:0001912	positive regulation of leukocyte mediated cytotoxicity
316	GO:0001913	T cell mediated cytotoxicity
317	GO:0001914	regulation of T cell mediated cytotoxicity
318	GO:0001915	negative regulation of T cell mediated cytotoxicity
319	GO:0001916	positive regulation of T cell mediated cytotoxicity
320	GO:0001919	regulation of receptor recycling
321	GO:0001920	negative regulation of receptor recycling
322	GO:0001921	positive regulation of receptor recycling
323	GO:0001922	B-1 B cell homeostasis
324	GO:0001923	B-1 B cell differentiation
325	GO:0001927	exocyst assembly
326	GO:0001933	negative regulation of protein phosphorylation
327	GO:0001934	positive regulation of protein phosphorylation
328	GO:0001935	endothelial cell proliferation
329	GO:0001936	regulation of endothelial cell proliferation
330	GO:0001937	negative regulation of endothelial cell proliferation
331	GO:0001938	positive regulation of endothelial cell proliferation
332	GO:0001941	postsynaptic membrane organization
333	GO:0001942	hair follicle development
334	GO:0001944	vasculature development
335	GO:0001945	lymph vessel development
336	GO:0001946	lymphangiogenesis
337	GO:0001947	heart looping
338	GO:0001951	intestinal D-glucose absorption
339	GO:0001952	regulation of cell-matrix adhesion
340	GO:0001953	negative regulation of cell-matrix adhesion
341	GO:0001954	positive regulation of cell-matrix adhesion
342	GO:0001955	blood vessel maturation
343	GO:0001956	positive regulation of neurotransmitter secretion
344	GO:0001957	intramembranous ossification
345	GO:0001958	endochondral ossification
346	GO:0001959	regulation of cytokine-mediated signaling pathway
347	GO:0001960	negative regulation of cytokine-mediated signaling pathway
348	GO:0001961	positive regulation of cytokine-mediated signaling pathway
349	GO:0001963	synaptic transmission, dopaminergic
350	GO:0001964	startle response
351	GO:0001967	suckling behavior
352	GO:0001969	regulation of activation of membrane attack complex
353	GO:0001970	positive regulation of activation of membrane attack complex
354	GO:0001973	adenosine receptor signaling pathway
355	GO:0001974	blood vessel remodeling
356	GO:0001975	response to amphetamine
357	GO:0001976	neurological system process involved in regulation of systemic arterial blood pressure
358	GO:0001977	renal system process involved in regulation of blood volume
359	GO:0001978	regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback
360	GO:0001982	baroreceptor response to decreased systemic arterial blood pressure
361	GO:0001983	baroreceptor response to increased systemic arterial blood pressure
362	GO:0001990	regulation of systemic arterial blood pressure by hormone
363	GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin
364	GO:0001992	regulation of systemic arterial blood pressure by vasopressin
365	GO:0001993	regulation of systemic arterial blood pressure by norepinephrine-epinephrine
366	GO:0001994	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure
367	GO:0001996	positive regulation of heart rate by epinephrine-norepinephrine
368	GO:0001997	positive regulation of the force of heart contraction by epinephrine-norepinephrine
369	GO:0001999	renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure
370	GO:0002002	regulation of angiotensin levels in blood
371	GO:0002003	angiotensin maturation
372	GO:0002005	angiotensin catabolic process in blood
373	GO:0002009	morphogenesis of an epithelium
374	GO:0002011	morphogenesis of an epithelial sheet
375	GO:0002016	regulation of blood volume by renin-angiotensin
376	GO:0002017	regulation of blood volume by renal aldosterone
377	GO:0002018	renin-angiotensin regulation of aldosterone production
378	GO:0002019	regulation of renal output by angiotensin
379	GO:0002021	response to dietary excess
380	GO:0002023	reduction of food intake in response to dietary excess
381	GO:0002024	diet induced thermogenesis
382	GO:0002025	vasodilation by norepinephrine-epinephrine involved in regulation of systemic arterial blood pressure
383	GO:0002026	regulation of the force of heart contraction
384	GO:0002027	regulation of heart rate
385	GO:0002028	regulation of sodium ion transport
386	GO:0002029	desensitization of G-protein coupled receptor protein signaling pathway
387	GO:0002031	G-protein coupled receptor internalization
388	GO:0002032	desensitization of G-protein coupled receptor protein signaling pathway by arrestin
389	GO:0002034	regulation of blood vessel size by renin-angiotensin
390	GO:0002035	brain renin-angiotensin system
391	GO:0002036	regulation of L-glutamate transport
392	GO:0002040	sprouting angiogenesis
393	GO:0002041	intussusceptive angiogenesis
394	GO:0002042	cell migration involved in sprouting angiogenesis
395	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis
396	GO:0002051	osteoblast fate commitment
397	GO:0002052	positive regulation of neuroblast proliferation
398	GO:0002053	positive regulation of mesenchymal cell proliferation
399	GO:0002062	chondrocyte differentiation
400	GO:0002063	chondrocyte development
401	GO:0002064	epithelial cell development
402	GO:0002065	columnar/cuboidal epithelial cell differentiation
403	GO:0002066	columnar/cuboidal epithelial cell development
404	GO:0002067	glandular epithelial cell differentiation
405	GO:0002068	glandular epithelial cell development
406	GO:0002069	columnar/cuboidal epithelial cell maturation
407	GO:0002070	epithelial cell maturation
408	GO:0002071	glandular epithelial cell maturation
409	GO:0002072	optic cup morphogenesis involved in camera-type eye development
410	GO:0002074	extraocular skeletal muscle development
411	GO:0002076	osteoblast development
412	GO:0002082	regulation of oxidative phosphorylation
413	GO:0002084	protein depalmitoylation
414	GO:0002085	inhibition of neuroepithelial cell differentiation
415	GO:0002086	diaphragm contraction
416	GO:0002087	regulation of respiratory gaseous exchange by neurological system process
417	GO:0002088	lens development in camera-type eye
418	GO:0002089	lens morphogenesis in camera-type eye
419	GO:0002090	regulation of receptor internalization
420	GO:0002091	negative regulation of receptor internalization
421	GO:0002092	positive regulation of receptor internalization
422	GO:0002093	auditory receptor cell morphogenesis
423	GO:0002097	tRNA wobble base modification
424	GO:0002098	tRNA wobble uridine modification
425	GO:0002115	store-operated calcium entry
426	GO:0002118	aggressive behavior
427	GO:0002121	inter-male aggressive behavior
428	GO:0002125	maternal aggressive behavior
429	GO:0002138	retinoic acid biosynthetic process
430	GO:0002143	tRNA wobble position uridine thiolation
431	GO:0002155	regulation of thyroid hormone mediated signaling pathway
432	GO:0002158	osteoclast proliferation
433	GO:0002159	desmosome assembly
434	GO:0002175	protein localization to paranode region of axon
435	GO:0002176	male germ cell proliferation
436	GO:0002181	cytoplasmic translation
437	GO:0002183	cytoplasmic translational initiation
438	GO:0002184	cytoplasmic translational termination
439	GO:0002190	cap-independent translational initiation
440	GO:0002192	IRES-dependent translational initiation
441	GO:0002200	somatic diversification of immune receptors
442	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response
443	GO:0002208	somatic diversification of immunoglobulins involved in immune response
444	GO:0002209	behavioral defense response
445	GO:0002215	defense response to nematode
446	GO:0002218	activation of innate immune response
447	GO:0002220	innate immune response activating cell surface receptor signaling pathway
448	GO:0002221	pattern recognition receptor signaling pathway
449	GO:0002223	stimulatory C-type lectin receptor signaling pathway
450	GO:0002224	toll-like receptor signaling pathway
451	GO:0002225	positive regulation of antimicrobial peptide production
452	GO:0002227	innate immune response in mucosa
453	GO:0002228	natural killer cell mediated immunity
454	GO:0002230	positive regulation of defense response to virus by host
455	GO:0002232	leukocyte chemotaxis involved in inflammatory response
456	GO:0002237	response to molecule of bacterial origin
457	GO:0002238	response to molecule of fungal origin
458	GO:0002244	hematopoietic progenitor cell differentiation
459	GO:0002246	wound healing involved in inflammatory response
460	GO:0002248	connective tissue replacement involved in inflammatory response wound healing
461	GO:0002250	adaptive immune response
462	GO:0002251	organ or tissue specific immune response
463	GO:0002252	immune effector process
464	GO:0002253	activation of immune response
465	GO:0002254	kinin cascade
466	GO:0002260	lymphocyte homeostasis
467	GO:0002262	myeloid cell homeostasis
468	GO:0002263	cell activation involved in immune response
469	GO:0002266	follicular dendritic cell activation
470	GO:0002268	follicular dendritic cell differentiation
471	GO:0002274	myeloid leukocyte activation
472	GO:0002275	myeloid cell activation involved in immune response
473	GO:0002277	myeloid dendritic cell activation involved in immune response
474	GO:0002278	eosinophil activation involved in immune response
475	GO:0002279	mast cell activation involved in immune response
476	GO:0002281	macrophage activation involved in immune response
477	GO:0002282	microglial cell activation involved in immune response
478	GO:0002283	neutrophil activation involved in immune response
479	GO:0002285	lymphocyte activation involved in immune response
480	GO:0002286	T cell activation involved in immune response
481	GO:0002287	alpha-beta T cell activation involved in immune response
482	GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell
483	GO:0002292	T cell differentiation involved in immune response
484	GO:0002293	alpha-beta T cell differentiation involved in immune response
485	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response
486	GO:0002295	T-helper cell lineage commitment
487	GO:0002296	T-helper 1 cell lineage commitment
488	GO:0002302	CD8-positive, alpha-beta T cell differentiation involved in immune response
489	GO:0002309	T cell proliferation involved in immune response
490	GO:0002312	B cell activation involved in immune response
491	GO:0002313	mature B cell differentiation involved in immune response
492	GO:0002314	germinal center B cell differentiation
493	GO:0002315	marginal zone B cell differentiation
494	GO:0002317	plasma cell differentiation
495	GO:0002318	myeloid progenitor cell differentiation
496	GO:0002320	lymphoid progenitor cell differentiation
497	GO:0002322	B cell proliferation involved in immune response
498	GO:0002323	natural killer cell activation involved in immune response
499	GO:0002326	B cell lineage commitment
500	GO:0002327	immature B cell differentiation
501	GO:0002328	pro-B cell differentiation
502	GO:0002329	pre-B cell differentiation
503	GO:0002331	pre-B cell allelic exclusion
504	GO:0002335	mature B cell differentiation
505	GO:0002337	B-1a B cell differentiation
506	GO:0002339	B cell selection
507	GO:0002347	response to tumor cell
508	GO:0002349	histamine production involved in inflammatory response
509	GO:0002351	serotonin production involved in inflammatory response
510	GO:0002352	B cell negative selection
511	GO:0002353	plasma kallikrein-kinin cascade
512	GO:0002357	defense response to tumor cell
513	GO:0002358	B cell homeostatic proliferation
514	GO:0002360	T cell lineage commitment
515	GO:0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation
516	GO:0002363	alpha-beta T cell lineage commitment
517	GO:0002366	leukocyte activation involved in immune response
518	GO:0002367	cytokine production involved in immune response
519	GO:0002369	T cell cytokine production
520	GO:0002374	cytokine secretion involved in immune response
521	GO:0002377	immunoglobulin production
522	GO:0002378	immunoglobulin biosynthetic process
523	GO:0002381	immunoglobulin production involved in immunoglobulin mediated immune response
524	GO:0002384	hepatic immune response
525	GO:0002385	mucosal immune response
526	GO:0002386	immune response in mucosal-associated lymphoid tissue
527	GO:0002396	MHC protein complex assembly
528	GO:0002399	MHC class II protein complex assembly
529	GO:0002407	dendritic cell chemotaxis
530	GO:0002408	myeloid dendritic cell chemotaxis
531	GO:0002414	immunoglobulin transcytosis in epithelial cells
532	GO:0002415	immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor
533	GO:0002418	immune response to tumor cell
534	GO:0002426	immunoglobulin production in mucosal tissue
535	GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib
536	GO:0002429	immune response-activating cell surface receptor signaling pathway
537	GO:0002430	complement receptor mediated signaling pathway
538	GO:0002431	Fc receptor mediated stimulatory signaling pathway
539	GO:0002432	granuloma formation
540	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis
541	GO:0002437	inflammatory response to antigenic stimulus
542	GO:0002438	acute inflammatory response to antigenic stimulus
543	GO:0002439	chronic inflammatory response to antigenic stimulus
544	GO:0002440	production of molecular mediator of immune response
545	GO:0002441	histamine secretion involved in inflammatory response
546	GO:0002442	serotonin secretion involved in inflammatory response
547	GO:0002443	leukocyte mediated immunity
548	GO:0002444	myeloid leukocyte mediated immunity
549	GO:0002446	neutrophil mediated immunity
550	GO:0002447	eosinophil mediated immunity
551	GO:0002448	mast cell mediated immunity
552	GO:0002449	lymphocyte mediated immunity
553	GO:0002455	humoral immune response mediated by circulating immunoglobulin
554	GO:0002456	T cell mediated immunity
555	GO:0002457	T cell antigen processing and presentation
556	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
557	GO:0002467	germinal center formation
558	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I
559	GO:0002475	antigen processing and presentation via MHC class Ib
560	GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib
561	GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib
562	GO:0002478	antigen processing and presentation of exogenous peptide antigen
563	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
564	GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent
565	GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent
566	GO:0002483	antigen processing and presentation of endogenous peptide antigen
567	GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway
568	GO:0002485	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent
569	GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent
570	GO:0002488	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway
571	GO:0002489	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent
572	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II
573	GO:0002501	peptide antigen assembly with MHC protein complex
574	GO:0002503	peptide antigen assembly with MHC class II protein complex
