archive	filename	file_size	compress_type	compress_size	CRC
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AeGr>G.tsv.gz	1441589	store	1441589	3284839586
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AeGuA.tsv.gz	120964	store	120964	3209248650
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AeGuC.tsv.gz	319724	store	319724	1465248502
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AeGuD.tsv.gz	57954	store	57954	2456222869
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlDaG.tsv.gz	25894	store	25894	3875055764
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlDdG.tsv.gz	4708	store	4708	2759588701
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlDlA.tsv.gz	12197	store	12197	3485953002
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlDpC.tsv.gz	5941	store	5941	3765816244
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlDpS.tsv.gz	23700	store	23700	2974459164
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlDrD.tsv.gz	17504	store	17504	2223029648
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlDtC.tsv.gz	12080	store	12080	3789231106
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlDuG.tsv.gz	6812	store	6812	1316716874
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuG<rG.tsv.gz	198007	store	198007	178907369
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGaD.tsv.gz	74892	store	74892	1338257813
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGbC.tsv.gz	44136	store	44136	3006437346
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGcG.tsv.gz	160926	store	160926	2184042494
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGdC.tsv.gz	74350	store	74350	3330799580
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGdD.tsv.gz	14902	store	14902	500982195
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGiG.tsv.gz	245486	store	245486	1349080647
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGpBP.tsv.gz	492872	store	492872	2362722065
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGpCC.tsv.gz	190623	store	190623	3006213235
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGpMF.tsv.gz	205740	store	205740	2006615818
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGpPW.tsv.gz	172120	store	172120	2100439868
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGr>G.tsv.gz	338538	store	338538	2548814685
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGuA.tsv.gz	22277	store	22277	1760197897
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGuC.tsv.gz	76888	store	76888	349791622
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuGuD.tsv.gz	14943	store	14943	3534499544
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpG<rG.tsv.gz	3539813	store	3539813	4149458016
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGaD.tsv.gz	1280300	store	1280300	2630612332
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGbC.tsv.gz	737153	store	737153	2099529198
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGcG.tsv.gz	2864423	store	2864423	2564114667
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGdC.tsv.gz	1287119	store	1287119	2520346115
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGdD.tsv.gz	244213	store	244213	4234300482
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGiG.tsv.gz	4343988	store	4343988	4069015209
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGpBP.tsv.gz	8310583	store	8310583	3981231834
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGpCC.tsv.gz	3323995	store	3323995	2528545448
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGpMF.tsv.gz	3597442	store	3597442	3360157465
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGpPW.tsv.gz	2989875	store	2989875	1616518842
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGr>G.tsv.gz	5962501	store	5962501	3563290639
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGuC.tsv.gz	1336859	store	1336859	2730329414
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpGuD.tsv.gz	243672	store	243672	3444090420
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpG<rG.tsv.gz	1397199	store	1397199	1877864815
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGaD.tsv.gz	507863	store	507863	3283002673
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGbC.tsv.gz	289054	store	289054	3319794426
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGcG.tsv.gz	1119558	store	1119558	3979106147
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGdC.tsv.gz	504944	store	504944	1306488831
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGdD.tsv.gz	94635	store	94635	1443223219
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGiG.tsv.gz	1721025	store	1721025	4161079028
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGpCC.tsv.gz	1294271	store	1294271	3063070892
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGpMF.tsv.gz	1422709	store	1422709	5066288
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGpPW.tsv.gz	1188584	store	1188584	80992002
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGr>G.tsv.gz	2379420	store	2379420	1797916914
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGuC.tsv.gz	525355	store	525355	2815379403
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpGuD.tsv.gz	94240	store	94240	3582242460
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbG<rG.tsv.gz	307399	store	307399	3380815802
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGaD.tsv.gz	113211	store	113211	2359627615
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGbC.tsv.gz	55607	store	55607	3751523659
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGcG.tsv.gz	244541	store	244541	3125680520
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGdC.tsv.gz	109907	store	109907	2671111777
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGdD.tsv.gz	21417	store	21417	480903793
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGiG.tsv.gz	381248	store	381248	2896055007
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGpMF.tsv.gz	315799	store	315799	2521865513
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGpPW.tsv.gz	263681	store	263681	1421024366
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGr>G.tsv.gz	528878	store	528878	230719001
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGuC.tsv.gz	115386	store	115386	3211083641
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbGuD.tsv.gz	20368	store	20368	3034417079
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CcSEcC.tsv.gz	2461281	store	2461281	764869257
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdG<rG.tsv.gz	522897	store	522897	43554647
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGaD.tsv.gz	194815	store	194815	456327186
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGcG.tsv.gz	427708	store	427708	1428599288
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGdC.tsv.gz	181259	store	181259	2207534211
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGdD.tsv.gz	36867	store	36867	4070201948
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGiG.tsv.gz	663923	store	663923	241021773
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGpMF.tsv.gz	548838	store	548838	3945992424
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGpPW.tsv.gz	458476	store	458476	2562501704
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGr>G.tsv.gz	907673	store	907673	530251921
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGuC.tsv.gz	201535	store	201535	3515677715
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdGuD.tsv.gz	36600	store	36600	1670681306
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CiPCiC.tsv.gz	1906	store	1906	2475851815
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CpDaG.tsv.gz	8252	store	8252	3558369568
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CpDdG.tsv.gz	1544	store	1544	3713899804
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CpDpC.tsv.gz	1269	store	1269	2426962249
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CpDpS.tsv.gz	7560	store	7560	1404134910
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CpDrD.tsv.gz	5503	store	5503	401489745
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CpDtC.tsv.gz	3845	store	3845	3775749671
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CpDuG.tsv.gz	2205	store	2205	497125546
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrCbG.tsv.gz	100592	store	100592	1505508497
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrCcSE.tsv.gz	377533	store	377533	3201179029
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrCdG.tsv.gz	100620	store	100620	2011373381
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrCiPC.tsv.gz	24110	store	24110	4129769062
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrCpD.tsv.gz	25307	store	25307	288322092
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrCrC.tsv.gz	60965	store	60965	1041099346
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrCtD.tsv.gz	30346	store	30346	3818547535
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrCuG.tsv.gz	81545	store	81545	1872440642
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CtDaG.tsv.gz	16766	store	16766	3211770161
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CtDdG.tsv.gz	3049	store	3049	1072571492
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CtDpS.tsv.gz	15454	store	15454	2129307636
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CtDrD.tsv.gz	11334	store	11334	1766279051
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CtDtC.tsv.gz	5008	store	5008	2489274085
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CtDuG.tsv.gz	4418	store	4418	1964575038
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuG<rG.tsv.gz	548719	store	548719	2963789985
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGaD.tsv.gz	202942	store	202942	1913397606
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGcG.tsv.gz	444486	store	444486	1741506734
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGdD.tsv.gz	37592	store	37592	2407531672
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGiG.tsv.gz	690597	store	690597	3100797660
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGpMF.tsv.gz	570762	store	570762	3289165740
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGpPW.tsv.gz	476365	store	476365	631694831
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGr>G.tsv.gz	943957	store	943957	627621208
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGuC.tsv.gz	196875	store	196875	1106291593
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuGuD.tsv.gz	37920	store	37920	2255574104
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaG<rG.tsv.gz	537522	store	537522	2079370408
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaGaD.tsv.gz	183736	store	183736	3775160249
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaGcG.tsv.gz	427472	store	427472	3646969620
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaGdD.tsv.gz	35282	store	35282	3480751357
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaGiG.tsv.gz	662727	store	662727	178389301
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaGpMF.tsv.gz	547865	store	547865	1541079782
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaGpPW.tsv.gz	457226	store	457226	2331144755
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaGr>G.tsv.gz	913644	store	913644	3939773859
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaGuD.tsv.gz	34980	store	34980	711288191
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdG<rG.tsv.gz	102484	store	102484	2133902718
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdGcG.tsv.gz	80120	store	80120	3749129961
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdGdD.tsv.gz	4202	store	4202	2032597894
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdGiG.tsv.gz	124610	store	124610	3958797049
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdGpMF.tsv.gz	102622	store	102622	1603411695
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdGpPW.tsv.gz	86308	store	86308	2178498993
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdGr>G.tsv.gz	173142	store	173142	757905104
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdGuD.tsv.gz	5982	store	5982	3562589658
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DlAdG.tsv.gz	42555	store	42555	2737380201
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DlAeG.tsv.gz	117372	store	117372	131094491
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DlAlD.tsv.gz	56699	store	56699	1091942926
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DlAuG.tsv.gz	33422	store	33422	1442724897
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DpCbG.tsv.gz	41015	store	41015	2876928466
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DpCcSE.tsv.gz	151737	store	151737	2129858746
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DpCdG.tsv.gz	40976	store	40976	3944270757
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DpCiPC.tsv.gz	9796	store	9796	3686199616
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DpCpD.tsv.gz	6588	store	6588	4007205955
degree-grouped-perms_length-2_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DpCtD.tsv.gz	12305	store	12305	3215823209
