	metapath	dwwc-chain	dwwc-recursive	recursive_cached
155	DtCuGuC	0.029151439666748047	0.024756669998168945	False
156	DtCuGdC	0.02602553367614746	0.007204532623291016	False
157	DtCuGdD	0.020398616790771484	0.005563020706176758	False
158	DtCuGdA	0.031511783599853516	0.019177675247192383	False
159	DtCuGpBP	0.09747433662414551	0.07274627685546875	False
160	DtCuGiG	0.06605315208435059	0.05679488182067871	False
161	DtCuGpPW	0.034853458404541016	0.024826526641845703	False
162	DtCuGpMF	0.033084869384765625	0.02348017692565918	False
163	DtCuG<rG	0.07590150833129883	0.12928223609924316	False
164	DtCuGeA	0.05303239822387695	0.03715157508850098	False
165	DpSpDtC	0.018885374069213867	0.008912324905395508	False
166	DpSpDpS	0.017992019653320312	0.02060103416442871	False
167	DpSpDuG	0.04210376739501953	0.05882883071899414	False
168	DpSpDaG	0.04971432685852051	0.07730865478515625	False
169	DpSpDdG	0.04319572448730469	0.060278892517089844	False
170	DpSpDlA	0.02044820785522461	0.020832538604736328	False
171	DpSpDpC	0.016419172286987305	0.008420705795288086	False
172	DpSpDrD	0.016077756881713867	0.007580995559692383	False
173	DuGr>Gr>G	0.0948646068572998	0.696998119354248	False
174	DuGr>GuA	0.061238765716552734	0.0614626407623291	False
175	DuGr>GcG	0.0719752311706543	0.15552258491516113	False
176	DuGr>GbC	0.0537564754486084	0.014771223068237305	False
177	DuGr>GpCC	0.05673098564147949	0.11126375198364258	False
178	DuGr>GuD	0.052429914474487305	0.011148452758789062	False
179	DuGr>GaD	0.05180978775024414	0.014133691787719727	False
180	DuGr>GuC	0.055670976638793945	0.048047542572021484	False
181	DuGr>GdC	0.0515284538269043	0.06352639198303223	False
182	DuGr>GdD	0.0539093017578125	0.01127767562866211	False
183	DuGr>GdA	0.05768728256225586	0.0618898868560791	False
184	DuGr>GpBP	0.1298995018005371	0.6794750690460205	False
185	DuGr>GiG	0.10282301902770996	0.5031421184539795	False
186	DuGr>GpPW	0.06334805488586426	0.16693758964538574	False
187	DuGr>GpMF	0.0646812915802002	0.13486766815185547	False
188	DuGr>G<rG	0.10729837417602539	1.653527021408081	False
189	DuGr>GeA	0.09862136840820312	0.12560510635375977	False
190	DuGuAuG	0.07646584510803223	20.094176292419434	False
191	DuGuAlD	0.032061100006103516	0.033586978912353516	False
192	DuGuAdG	0.06890416145324707	19.361300945281982	False
193	DuGuAeG	0.12153410911560059	32.11680865287781	False
194	DuGcGr>G	0.07491660118103027	0.15703892707824707	False
195	DuGcGuA	0.05143237113952637	0.046994686126708984	False
196	DuGcGcG	0.06957578659057617	0.3504006862640381	False
197	DuGcGbC	0.043326616287231445	0.010887622833251953	False
198	DuGcGpCC	0.044379234313964844	0.05876970291137695	False
199	DuGcGuD	0.0421452522277832	0.010205268859863281	False
200	DuGcGaD	0.039751529693603516	0.010130167007446289	False
201	DuGcGuC	0.04593348503112793	0.012503385543823242	False
202	DuGcGdC	0.04044795036315918	0.01136636734008789	False
203	DuGcGdD	0.041281700134277344	0.010039567947387695	False
204	DuGcGdA	0.04715371131896973	0.04563593864440918	False
205	DuGcGpBP	0.10533475875854492	0.27591776847839355	False
206	DuGcGiG	0.08098435401916504	0.18310260772705078	False
207	DuGcGpPW	0.0511014461517334	0.06412553787231445	False
208	DuGcGpMF	0.05090188980102539	0.06750988960266113	False
209	DuGcG<rG	0.07887101173400879	0.07102322578430176	False
210	DuGcGeA	0.08189868927001953	0.08262443542480469	False
211	DuGbCbG	0.027032852172851562	0.026003122329711914	False
212	DuGbCtD	0.020274639129638672	0.0004341602325439453	True
213	DuGbCrC	0.021408796310424805	0.00987863540649414	False
214	DuGbCpD	0.025848388671875	0.00921487808227539	False
215	DuGbCdG	0.02587723731994629	0.032308101654052734	False
216	DuGbCcSE	0.03674674034118652	0.06712007522583008	False
217	DuGbCiPC	0.025475740432739258	0.01805734634399414	False
218	DuGbCuG	0.025332927703857422	0.03264880180358887	False
219	DuGpCCpG	0.05789804458618164	0.9683928489685059	False
220	DuGuDtC	0.020323753356933594	0.010762214660644531	False
221	DuGuDpS	0.023948192596435547	0.013706684112548828	False
222	DuGuDuG	0.03157949447631836	0.17851781845092773	False
223	DuGuDaG	0.03231406211853027	0.11148357391357422	False
224	DuGuDdG	0.02989935874938965	0.17214465141296387	False
225	DuGuDlA	0.0236051082611084	0.028014183044433594	False
226	DuGuDpC	0.020906448364257812	0.00984644889831543	False
227	DuGuDrD	0.019814014434814453	0.00950312614440918	False
228	DuGaDtC	0.023200035095214844	0.014065742492675781	False
229	DuGaDpS	0.022663116455078125	0.01598191261291504	False
230	DuGaDuG	0.02903294563293457	0.038954734802246094	False
231	DuGaDaG	0.03539443016052246	0.26346492767333984	False
232	DuGaDdG	0.029577255249023438	0.11240434646606445	False
233	DuGaDlA	0.026714324951171875	0.038269758224487305	False
234	DuGaDpC	0.021361589431762695	0.010225296020507812	False
235	DuGaDrD	0.020975589752197266	0.009952068328857422	False
236	DuGuCbG	0.030041933059692383	0.014252901077270508	False
237	DuGuCtD	0.021822452545166016	0.0004763603210449219	True
238	DuGuCrC	0.023360729217529297	0.010730504989624023	False
239	DuGuCpD	0.02569580078125	0.008924007415771484	False
240	DuGuCdG	0.03093695640563965	0.1804828643798828	False
241	DuGuCcSE	0.042827606201171875	0.15105247497558594	False
242	DuGuCiPC	0.021636486053466797	0.01902484893798828	False
243	DuGuCuG	0.03341269493103027	0.18520784378051758	False
244	DuGdCbG	0.02495551109313965	0.014582633972167969	False
245	DuGdCtD	0.02475905418395996	0.0004875659942626953	True
246	DuGdCrC	0.024336576461791992	0.01124429702758789	False
247	DuGdCpD	0.020463228225708008	0.008861541748046875	False
248	DuGdCdG	0.03069448471069336	0.17585110664367676	False
249	DuGdCcSE	0.04339480400085449	0.1549820899963379	False
250	DuGdCiPC	0.021877288818359375	0.019098758697509766	False
251	DuGdCuG	0.033440351486206055	0.05292654037475586	False
252	DuGdDtC	0.020417451858520508	0.010237455368041992	False
253	DuGdDpS	0.023408889770507812	0.0729069709777832	False
254	DuGdDuG	0.02924323081970215	0.051186323165893555	False
255	DuGdDaG	0.03382444381713867	0.03673267364501953	False
256	DuGdDdG	0.03025341033935547	0.16199994087219238	False
257	DuGdDlA	0.024122953414916992	0.027205228805541992	False
258	DuGdDpC	0.020253419876098633	0.009406089782714844	False
259	DuGdDrD	0.020333528518676758	0.009889602661132812	False
260	DuGdAuG	0.07471156120300293	3.444118022918701	False
261	DuGdAlD	0.028438568115234375	0.028133392333984375	False
262	DuGdAdG	0.07613515853881836	19.43815279006958	False
263	DuGdAeG	0.12129998207092285	28.16301965713501	False
264	DuGpBPpG	0.20367693901062012	4.219554901123047	False
265	DuGiGr>G	0.106689453125	0.7742512226104736	False
266	DuGiGuA	0.07232856750488281	0.08925890922546387	False
267	DuGiGcG	0.09143543243408203	0.05070805549621582	False
268	DuGiGbC	0.06481361389160156	0.06451177597045898	False
269	DuGiGpCC	0.07448148727416992	0.14095377922058105	False
270	DuGiGuD	0.061176300048828125	0.06001996994018555	False
271	DuGiGaD	0.06635713577270508	0.0712580680847168	False
272	DuGiGuC	0.06678509712219238	0.0790245532989502	False
273	DuGiGdC	0.0643758773803711	0.08393335342407227	False
274	DuGiGdD	0.05979657173156738	0.059081315994262695	False
275	DuGiGdA	0.07107043266296387	0.09045600891113281	False
276	DuGiGpBP	0.14650487899780273	1.2316865921020508	False
277	DuGiGiG	0.13505005836486816	9.407064437866211	False
278	DuGiGpPW	0.07365632057189941	0.32924842834472656	False
279	DuGiGpMF	0.07435750961303711	0.1703355312347412	False
280	DuGiG<rG	0.10922551155090332	0.5989596843719482	False
281	DuGiGeA	0.10657978057861328	0.15052151679992676	False
282	DuGpPWpG	0.056060075759887695	0.9144048690795898	False
283	DuGpMFpG	0.06608891487121582	0.9789795875549316	False
284	DuG<rGr>G	0.11433148384094238	1.1758615970611572	False
285	DuG<rGuA	0.06754255294799805	0.06216287612915039	False
286	DuG<rGcG	0.08350276947021484	0.053780555725097656	False
287	DuG<rGbC	0.06608104705810547	0.06623005867004395	False
288	DuG<rGpCC	0.07120060920715332	0.10740447044372559	False
289	DuG<rGuD	0.05791473388671875	0.04615020751953125	False
290	DuG<rGaD	0.06021595001220703	0.05540943145751953	False
291	DuG<rGuC	0.0612180233001709	0.08439993858337402	False
292	DuG<rGdC	0.06090497970581055	0.09017300605773926	False
293	DuG<rGdD	0.05534195899963379	0.04625844955444336	False
294	DuG<rGdA	0.06725883483886719	0.0626986026763916	False
295	DuG<rGpBP	0.13603591918945312	0.862778902053833	False
296	DuG<rGiG	0.13110637664794922	0.20754599571228027	False
297	DuG<rGpPW	0.06957292556762695	0.19100117683410645	False
298	DuG<rGpMF	0.07036256790161133	0.15138983726501465	False
299	DuG<rG<rG	0.10965609550476074	0.8765921592712402	False
300	DuG<rGeA	0.10269546508789062	0.11307883262634277	False
301	DuGeAuG	0.10199356079101562	34.838337421417236	False
302	DuGeAlD	0.06308150291442871	0.1806950569152832	False
303	DuGeAdG	0.10069108009338379	5.023355484008789	False
304	DuGeAeG	0.16772794723510742	51.42529845237732	False
305	DaGr>Gr>G	0.13633155822753906	0.2289576530456543	False
306	DaGr>GuA	0.06789946556091309	0.06202530860900879	False
307	DaGr>GcG	0.09590792655944824	0.1980118751525879	False
308	DaGr>GbC	0.05938005447387695	0.06009411811828613	False
309	DaGr>GpCC	0.07074189186096191	0.13132071495056152	False
310	DaGr>GuD	0.05473828315734863	0.0004711151123046875	True
311	DaGr>GaD	0.05464529991149902	0.06458473205566406	False
312	DaGr>GuC	0.06417608261108398	0.14715242385864258	False
313	DaGr>GdC	0.06717967987060547	0.1886897087097168	False
314	DaGr>GdD	0.05322885513305664	0.05697154998779297	False
315	DaGr>GdA	0.06961941719055176	0.07608556747436523	False
316	DaGr>GpBP	0.166259765625	0.758368968963623	False
317	DaGr>GiG	0.14676284790039062	0.5745606422424316	False
318	DaGr>GpPW	0.07455563545227051	0.1940784454345703	False
319	DaGr>GpMF	0.07514548301696777	0.16534972190856934	False
320	DaGr>G<rG	0.1602306365966797	1.6794016361236572	False
321	DaGr>GeA	0.1107025146484375	0.12999582290649414	False
322	DaGuAuG	0.1612687110900879	20.644471406936646	False
323	DaGuAlD	0.0335078239440918	0.07293534278869629	False
324	DaGuAdG	0.15553903579711914	19.47505211830139	False
325	DaGuAeG	0.24005651473999023	32.76507258415222	False
326	DaGcGr>G	0.08242464065551758	0.1540515422821045	False
327	DaGcGuA	0.053043365478515625	0.04719972610473633	False
328	DaGcGcG	0.08900570869445801	0.35503363609313965	False
329	DaGcGbC	0.04503774642944336	0.034314870834350586	False
330	DaGcGpCC	0.04826998710632324	0.05923175811767578	False
331	DaGcGuD	0.043352365493774414	0.041898488998413086	False
332	DaGcGaD	0.0399935245513916	0.033963918685913086	False
333	DaGcGuC	0.04547834396362305	0.038611650466918945	False
334	DaGcGdC	0.04160571098327637	0.038466691970825195	False
335	DaGcGdD	0.04266691207885742	0.03458762168884277	False
336	DaGcGdA	0.04774761199951172	0.04746842384338379	False
337	DaGcGpBP	0.1164863109588623	0.29091525077819824	False
338	DaGcGiG	0.09470319747924805	0.19387245178222656	False
339	DaGcGpPW	0.053668975830078125	0.06837201118469238	False
340	DaGcGpMF	0.054306983947753906	0.06982016563415527	False
341	DaGcG<rG	0.08755898475646973	0.07571983337402344	False
342	DaGcGeA	0.08296704292297363	0.08745718002319336	False
343	DaGbCbG	0.031378984451293945	0.029085874557495117	False
344	DaGbCtD	0.020998477935791016	0.022257328033447266	False
345	DaGbCrC	0.02959752082824707	0.029827356338500977	False
346	DaGbCpD	0.020326852798461914	0.022087812423706055	False
347	DaGbCdG	0.03713703155517578	0.03990602493286133	False
348	DaGbCcSE	0.05625462532043457	0.09992218017578125	False
349	DaGbCiPC	0.02398681640625	0.024060726165771484	False
350	DaGbCuG	0.03318285942077637	0.04073190689086914	False
351	DaGpCCpG	0.09839940071105957	1.0231149196624756	False
352	DaGuDtC	0.021094799041748047	0.021864652633666992	False
353	DaGuDpS	0.02592325210571289	0.0339207649230957	False
354	DaGuDuG	0.042688608169555664	0.1776423454284668	False
355	DaGuDaG	0.041697025299072266	0.11598920822143555	False
356	DaGuDdG	0.04960989952087402	0.18453311920166016	False
357	DaGuDlA	0.02491927146911621	0.034644365310668945	False
358	DaGuDpC	0.020754337310791016	0.01934218406677246	False
359	DaGuDrD	0.02406477928161621	0.026109695434570312	False
360	DaGaDtC	0.023125171661376953	0.03132033348083496	False
361	DaGaDpS	0.029979228973388672	0.043831586837768555	False
362	DaGaDuG	0.04886913299560547	0.08725595474243164	False
363	DaGaDaG	0.060091257095336914	0.32843685150146484	False
364	DaGaDdG	0.04880952835083008	0.15625667572021484	False
365	DaGaDlA	0.03218579292297363	0.04539155960083008	False
366	DaGaDpC	0.022058963775634766	0.023074626922607422	False
367	DaGaDrD	0.030029296875	0.024695158004760742	False
368	DaGuCbG	0.02722620964050293	0.0162811279296875	False
369	DaGuCtD	0.022493362426757812	0.019947052001953125	False
370	DaGuCrC	0.02831721305847168	0.02767348289489746	False
371	DaGuCpD	0.022328853607177734	0.018488407135009766	False
372	DaGuCdG	0.04095721244812012	0.19973349571228027	False
373	DaGuCcSE	0.05374646186828613	0.1607191562652588	False
374	DaGuCiPC	0.022995948791503906	0.01964712142944336	False
375	DaGuCuG	0.04519534111022949	0.20005393028259277	False
376	DaGdCbG	0.028288841247558594	0.015434026718139648	False
377	DaGdCtD	0.02487325668334961	0.020582914352416992	False
378	DaGdCrC	0.025858163833618164	0.027384281158447266	False
379	DaGdCpD	0.02427983283996582	0.01916217803955078	False
380	DaGdCdG	0.03943920135498047	0.18918514251708984	False
381	DaGdCcSE	0.05309343338012695	0.16443133354187012	False
382	DaGdCiPC	0.02315497398376465	0.019759178161621094	False
383	DaGdCuG	0.04247736930847168	0.06751489639282227	False
384	DaGdDtC	0.021489858627319336	0.022836923599243164	False
385	DaGdDpS	0.028207778930664062	0.028841018676757812	False
386	DaGdDuG	0.044640302658081055	0.06978607177734375	False
387	DaGdDaG	0.03996014595031738	0.047913312911987305	False
388	DaGdDdG	0.0440831184387207	0.18063902854919434	False
389	DaGdDlA	0.02582836151123047	0.029615402221679688	False
390	DaGdDpC	0.0209043025970459	0.01965785026550293	False
391	DaGdDrD	0.021854877471923828	0.02050328254699707	False
392	DaGdAuG	0.17238426208496094	3.7029531002044678	False
393	DaGdAlD	0.0309598445892334	0.0736236572265625	False
394	DaGdAdG	0.1636819839477539	20.989434719085693	False
395	DaGdAeG	0.24787616729736328	30.156208515167236	False
396	DaGpBPpG	0.3396291732788086	4.4410319328308105	False
397	DaGiGr>G	0.14450716972351074	0.7801258563995361	False
398	DaGiGuA	0.07821226119995117	0.09008979797363281	False
399	DaGiGcG	0.11545515060424805	0.07838201522827148	False
400	DaGiGbC	0.07159018516540527	0.06183910369873047	False
401	DaGiGpCC	0.08316206932067871	0.1463303565979004	False
402	DaGiGuD	0.06274104118347168	0.05259990692138672	False
403	DaGiGaD	0.0672922134399414	0.06557106971740723	False
404	DaGiGuC	0.06976485252380371	0.07543349266052246	False
405	DaGiGdC	0.07187271118164062	0.08079409599304199	False
406	DaGiGdD	0.06106424331665039	0.052584171295166016	False
407	DaGiGdA	0.07893037796020508	0.09009647369384766	False
408	DaGiGpBP	0.20078325271606445	1.2768678665161133	False
409	DaGiGiG	0.21472644805908203	9.560666561126709	False
410	DaGiGpPW	0.08677363395690918	0.33362507820129395	False
411	DaGiGpMF	0.0864114761352539	0.17934441566467285	False
412	DaGiG<rG	0.13900256156921387	0.6230294704437256	False
413	DaGiGeA	0.12631559371948242	0.15244579315185547	False
414	DaGpPWpG	0.09557199478149414	0.9810025691986084	False
415	DaGpMFpG	0.11903572082519531	1.0843992233276367	False
416	DaG<rGr>G	0.15920782089233398	1.2298610210418701	False
417	DaG<rGuA	0.07086896896362305	0.06172585487365723	False
418	DaG<rGcG	0.0990302562713623	0.06989860534667969	False
419	DaG<rGbC	0.06401920318603516	0.06305265426635742	False
420	DaG<rGpCC	0.07287025451660156	0.11465978622436523	False
421	DaG<rGuD	0.055023908615112305	0.04773139953613281	False
422	DaG<rGaD	0.06142830848693848	0.05632519721984863	False
423	DaG<rGuC	0.06690812110900879	0.08822798728942871	False
424	DaG<rGdC	0.06614089012145996	0.09515666961669922	False
425	DaG<rGdD	0.05518651008605957	0.04788565635681152	False
426	DaG<rGdA	0.0722041130065918	0.062462568283081055	False
427	DaG<rGpBP	0.18664216995239258	0.9083588123321533	False
428	DaG<rGiG	0.16783952713012695	0.259662389755249	False
429	DaG<rGpPW	0.07959342002868652	0.20128107070922852	False
430	DaG<rGpMF	0.08200597763061523	0.15916967391967773	False
431	DaG<rG<rG	0.14416980743408203	0.8982186317443848	False
432	DaG<rGeA	0.1111452579498291	0.1164712905883789	False
433	DaGeAuG	0.18984603881835938	35.61542057991028	False
434	DaGeAlD	0.06427288055419922	0.18456387519836426	False
435	DaGeAdG	0.18518733978271484	5.333572149276733	False
436	DaGeAeG	0.32569098472595215	49.21064257621765	False
437	DdGr>Gr>G	0.10130977630615234	0.19916367530822754	False
438	DdGr>GuA	0.06600308418273926	0.06266045570373535	False
439	DdGr>GcG	0.0798940658569336	0.17463064193725586	False
440	DdGr>GbC	0.055769920349121094	0.06004643440246582	False
441	DdGr>GpCC	0.06345295906066895	0.12492537498474121	False
442	DdGr>GuD	0.05363869667053223	0.05550503730773926	False
443	DdGr>GaD	0.05789375305175781	0.00047588348388671875	True
444	DdGr>GuC	0.05189990997314453	0.14596962928771973	False
445	DdGr>GdC	0.05813336372375488	0.17500543594360352	False
446	DdGr>GdD	0.052556514739990234	0.053858280181884766	False
447	DdGr>GdA	0.06375288963317871	0.07552838325500488	False
448	DdGr>GpBP	0.12639975547790527	0.709251880645752	False
449	DdGr>GiG	0.10866522789001465	0.5129523277282715	False
450	DdGr>GpPW	0.06261014938354492	0.1766355037689209	False
451	DdGr>GpMF	0.06548166275024414	0.14757156372070312	False
452	DdGr>G<rG	0.10750675201416016	1.5872740745544434	False
453	DdGr>GeA	0.10411906242370605	0.12823915481567383	False
454	DdGuAuG	0.07434964179992676	20.103441953659058	False
455	DdGuAlD	0.034327030181884766	0.07130980491638184	False
456	DdGuAdG	0.07622814178466797	19.193851947784424	False
457	DdGuAeG	0.12238192558288574	32.74757194519043	False
458	DdGcGr>G	0.07547903060913086	0.1552722454071045	False
459	DdGcGuA	0.05153346061706543	0.04666614532470703	False
460	DdGcGcG	0.07006525993347168	0.33681225776672363	False
461	DdGcGbC	0.04286646842956543	0.03320622444152832	False
462	DdGcGpCC	0.04509615898132324	0.05848193168640137	False
463	DdGcGuD	0.04096722602844238	0.033762454986572266	False
464	DdGcGaD	0.03844738006591797	0.0432281494140625	False
